Environment,Algorithm name,Run index,Start x,Start y,Goal x,Goal y,Success rate,Average path length (m),Path time (s),Average curvature (1/m),Planning time (s),Tracking time (s),Number of path corners,Compute time (s),Max corner degree (°),Planning cost (m),Composite score
Env. (realmap_a),CNN-DDQN+Duel,0,389,92,212,28,1.0,20.4044,10.95,0.197955,1.19967,0.0,0,1.19967,3,21.004,0.781
Env. (realmap_a),CNN-DDQN+Duel,1,221,29,26,23,1.0,18.7013,10.05,0.056522,0.39342,0.0,0,0.39342,1,18.898,0.0
Env. (realmap_a),CNN-DDQN+Duel,2,341,25,153,41,1.0,18.5125,10.2,0.180397,0.49919,0.0,0,0.49919,3,18.762,0.0
Env. (realmap_a),CNN-DDQN+Duel,3,379,42,177,26,1.0,19.8,10.6,0.129412,0.44782,0.0,0,0.44782,3,20.024,0.333
Env. (realmap_a),CNN-DDQN+Duel,4,372,80,58,39,1.0,34.2025,17.95,0.20705,0.70199,0.0,0,0.70199,5,34.553,0.845
Env. (realmap_a),RRT*,0,389,92,212,28,1.0,20.8872,12.4,0.226944,2.62611,1.52615,0,4.15226,4,22.963,0.907
Env. (realmap_a),RRT*,1,221,29,26,23,1.0,18.6322,11.15,0.087165,1.0593,0.95467,0,2.01397,1,19.639,0.565
Env. (realmap_a),RRT*,2,341,25,153,41,1.0,18.9533,11.25,0.228929,1.32846,0.97774,0,2.30621,3,20.106,0.954
Env. (realmap_a),RRT*,3,379,42,177,26,1.0,19.7409,11.45,0.123136,1.38352,0.96435,0,2.34787,3,20.915,0.762
Env. (realmap_a),RRT*,4,372,80,58,39,1.0,34.2959,18.75,0.220086,3.34887,1.67669,0,5.02555,5,36.809,0.92
Env. (realmap_a),LO-HA*,0,389,92,212,28,0.0,0.0,0.0,0.0,10.02196,0.0,0,10.02196,0,inf,inf
Env. (realmap_a),LO-HA*,1,221,29,26,23,1.0,19.8967,11.65,0.198538,0.56477,0.94844,0,1.51322,5,20.653,0.917
Env. (realmap_a),LO-HA*,2,341,25,153,41,1.0,18.646,10.65,0.216306,1.90386,0.85307,0,2.75693,3,20.025,0.596
Env. (realmap_a),LO-HA*,3,379,42,177,26,1.0,19.6664,10.85,0.114951,6.27298,0.87039,0,7.14337,4,23.238,0.275
Env. (realmap_a),LO-HA*,4,372,80,58,39,0.0,0.0,0.0,0.0,10.06751,0.0,0,10.06751,0,inf,inf
