Environment,Algorithm,success_rate,avg_path_length,path_time_s,avg_curvature_1_m,planning_time_s,tracking_time_s,num_corners,inference_time_s,max_corner_deg,planning_cost,composite_score
Env. (realmap_a),CNN-DDQN+Duel,1.0,22.3241,11.95,0.154267,0.64842,0.0,0,0.64842,3,22.648,0.256
Env. (realmap_a),RRT*,1.0,22.5019,13.0,0.177252,1.94925,1.21992,0,3.16917,3,24.086,0.917
Env. (realmap_a),LO-HA*,0.6,19.4031,11.05,0.176598,5.76622,0.53438,0,6.3006,4,37.589,0.725
