Environment,Algorithm,run_idx,start_x,start_y,goal_x,goal_y,success_rate,avg_path_length,path_time_s,avg_curvature_1_m,planning_time_s,tracking_time_s,num_corners,inference_time_s,max_corner_deg,planning_cost,composite_score
Env. (realmap_a),CNN-DDQN+Duel,0,58,15,180,24,1.0,11.46,6.4,0.0753,1.81142,0.0,0,1.81142,1,12.366,0.291
Env. (realmap_a),CNN-DDQN+Duel,1,389,121,376,53,1.0,5.9663,3.65,0.026516,1.06943,0.0,0,1.06943,1,6.501,0.111
Env. (realmap_a),CNN-DDQN+Duel,2,380,91,283,31,1.0,12.7894,7.05,0.244312,1.20464,0.0,0,1.20464,4,13.392,0.817
Env. (realmap_a),CNN-DDQN+Duel,3,246,38,151,20,1.0,8.9031,5.2,0.168538,1.01587,0.0,0,1.01587,1,9.411,0.151
Env. (realmap_a),CNN-DDQN+Duel,4,369,55,390,122,1.0,6.0863,3.7,0.008627,0.62386,0.0,0,0.62386,0,6.398,0.044
Env. (realmap_a),CNN-DDQN+Duel,5,234,40,103,45,1.0,12.3469,6.85,0.131439,1.32717,0.0,0,1.32717,2,13.01,0.002
Env. (realmap_a),CNN-DDQN+Duel,6,65,43,152,40,1.0,7.875,4.6,0.123669,0.78402,0.0,0,0.78402,4,8.267,0.11
Env. (realmap_a),CNN-DDQN+Duel,7,274,22,366,22,1.0,8.29,6.5,0.102173,1.40937,0.0,0,1.40937,1,8.995,0.826
Env. (realmap_a),CNN-DDQN+Duel,8,133,36,212,28,1.0,7.575,4.5,0.284012,1.46112,0.0,0,1.46112,4,8.306,0.561
Env. (realmap_a),CNN-DDQN+Duel,9,95,19,26,23,1.0,5.9163,3.6,0.0,0.81156,0.0,0,0.81156,0,6.322,0.111
Env. (realmap_a),CNN-DDQN+Duel,10,278,23,184,38,1.0,8.8163,5.05,0.171548,0.8508,0.0,0,0.8508,2,9.242,0.131
Env. (realmap_a),CNN-DDQN+Duel,11,304,43,386,22,1.0,8.0675,4.7,0.2015,0.69401,0.0,0,0.69401,5,8.415,0.867
Env. (realmap_a),CNN-DDQN+Duel,12,77,15,153,41,1.0,7.4775,4.4,0.145896,0.67238,0.0,0,0.67238,3,7.814,0.258
Env. (realmap_a),CNN-DDQN+Duel,13,83,19,177,26,1.0,8.7162,5.0,0.119552,0.76804,0.0,0,0.76804,2,9.1,0.799
Env. (realmap_a),CNN-DDQN+Duel,14,191,37,58,39,1.0,12.5456,6.95,0.144334,1.12297,0.0,0,1.12297,3,13.107,0.277
Env. (realmap_a),CNN-DDQN+Duel,15,273,24,182,16,1.0,8.3719,4.85,0.125209,0.9888,0.0,0,0.9888,1,8.866,0.0
Env. (realmap_a),CNN-DDQN+Duel,16,357,116,401,38,1.0,8.9125,5.1,0.281835,0.95376,0.0,0,0.95376,5,9.389,0.582
Env. (realmap_a),CNN-DDQN+Duel,17,242,37,321,20,1.0,8.4719,5.8,0.484408,1.29282,0.0,0,1.29282,4,9.118,0.363
Env. (realmap_a),CNN-DDQN+Duel,18,371,112,348,22,1.0,9.1162,5.2,0.16298,0.76126,0.0,0,0.76126,4,9.497,0.217
Env. (realmap_a),CNN-DDQN+Duel,19,129,40,31,52,1.0,9.4662,5.4,0.14291,0.64075,0.0,0,0.64075,5,9.787,0.752
Env. (realmap_a),CNN-DDQN+Duel,20,29,48,86,45,0.0,10.5313,7.75,0.371642,1.85709,0.0,0,1.85709,4,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,21,84,38,17,35,1.0,5.7825,3.55,0.05751,0.66628,0.0,0,0.66628,2,6.116,0.071
Env. (realmap_a),CNN-DDQN+Duel,22,140,33,30,55,1.0,11.0369,6.2,0.158925,0.77342,0.0,0,0.77342,4,11.424,0.889
Env. (realmap_a),CNN-DDQN+Duel,23,105,19,191,9,1.0,7.9425,4.65,0.067922,0.78296,0.0,0,0.78296,2,8.334,0.0
Env. (realmap_a),CNN-DDQN+Duel,24,256,21,360,60,0.0,5.2275,9.0,0.293329,1.99958,0.0,0,1.99958,2,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,25,145,38,74,11,1.0,6.9069,4.1,0.249436,0.85115,0.0,0,0.85115,4,7.332,0.767
Env. (realmap_a),CNN-DDQN+Duel,26,109,43,33,56,1.0,7.8744,4.6,0.223555,0.72487,0.0,0,0.72487,5,8.237,0.725
Env. (realmap_a),CNN-DDQN+Duel,27,229,15,357,41,1.0,12.3469,6.85,0.139135,1.00627,0.0,0,1.00627,3,12.85,0.846
Env. (realmap_a),CNN-DDQN+Duel,28,103,12,29,31,1.0,6.8162,4.05,0.197739,0.62386,0.0,0,0.62386,2,7.128,0.324
Env. (realmap_a),CNN-DDQN+Duel,29,299,36,361,30,1.0,5.7894,3.55,0.137221,0.47899,0.0,0,0.47899,4,6.029,0.259
Env. (realmap_a),CNN-DDQN+Duel,30,279,20,212,39,0.0,1.2956,5.85,0.276521,2.17036,0.0,0,2.17036,1,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,31,57,38,136,17,1.0,7.8375,4.6,0.301614,0.58166,0.0,0,0.58166,4,8.128,0.41
Env. (realmap_a),CNN-DDQN+Duel,32,284,40,382,86,0.0,0.495,5.4,0.413137,1.6793,0.0,0,1.6793,0,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,33,30,20,143,14,1.0,10.4162,5.85,0.069065,0.7197,0.0,0,0.7197,1,10.776,0.2
Env. (realmap_a),CNN-DDQN+Duel,34,364,93,355,23,1.0,6.3844,3.85,0.132447,0.49532,0.0,0,0.49532,2,6.632,0.215
Env. (realmap_a),CNN-DDQN+Duel,35,79,21,185,22,1.0,9.7106,5.6,0.091426,1.03437,0.0,0,1.03437,1,10.228,0.359
Env. (realmap_a),CNN-DDQN+Duel,36,382,82,306,38,1.0,8.9875,5.15,0.217172,0.54794,0.0,0,0.54794,3,9.261,0.694
Env. (realmap_a),CNN-DDQN+Duel,37,316,39,223,42,1.0,8.6363,5.1,0.202933,0.59023,0.0,0,0.59023,3,8.931,0.748
Env. (realmap_a),CNN-DDQN+Duel,38,249,35,364,64,0.0,0.9206,5.15,0.054462,1.29141,0.0,0,1.29141,0,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,39,382,35,286,33,1.0,8.9025,5.1,0.170729,0.68724,0.0,0,0.68724,2,9.246,0.811
Env. (realmap_a),CNN-DDQN+Duel,40,381,66,302,22,1.0,9.1487,5.25,0.327247,0.5983,0.0,0,0.5983,4,9.448,0.854
Env. (realmap_a),CNN-DDQN+Duel,41,389,90,367,36,1.0,4.8731,3.2,0.018652,0.46082,0.0,0,0.46082,0,5.104,0.104
Env. (realmap_a),CNN-DDQN+Duel,42,236,21,142,31,1.0,9.1462,5.45,0.210008,0.71359,0.0,0,0.71359,3,9.503,0.847
Env. (realmap_a),CNN-DDQN+Duel,43,189,31,133,34,0.0,1.1081,4.2,2.30806,1.45735,0.0,1,1.45735,180,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,44,42,20,137,18,1.0,8.5706,4.95,0.067099,0.56727,0.0,0,0.56727,1,8.854,0.371
Env. (realmap_a),CNN-DDQN+Duel,45,104,41,50,23,1.0,5.4631,3.4,0.244358,0.46784,0.0,0,0.46784,5,5.697,0.0
Env. (realmap_a),CNN-DDQN+Duel,46,360,26,384,108,1.0,7.7162,4.5,0.113731,0.51361,0.0,0,0.51361,1,7.973,0.34
Env. (realmap_a),CNN-DDQN+Duel,47,173,42,60,44,0.0,5.4563,4.95,0.409729,0.80667,0.0,1,0.80667,180,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,48,368,113,386,38,1.0,6.9163,4.1,0.107061,0.42087,0.0,0,0.42087,2,7.127,0.05
Env. (realmap_a),CNN-DDQN+Duel,49,151,22,58,16,1.0,8.3531,4.85,0.069489,0.54636,0.0,0,0.54636,1,8.626,0.268
Env. (realmap_a),Expert (CTG),0,58,15,180,24,1.0,11.44,6.45,0.091231,1.08254,0.0,0,1.08254,3,11.981,0.423
