Environment,Algorithm name,Success rate,Average path length (m),Path time (s),Average curvature (1/m),Planning time (s),Tracking time (s),Number of path corners,Compute time (s),Max corner degree (掳),Planning cost (m),Composite score
Env. (realmap_a),CNN-DDQN+Duel,1.0,9.6001,5.48,0.135317,0.28367,0.0,0,0.28367,2,9.742,0.0
Env. (realmap_a),RRT*,1.0,9.6896,6.46,0.191943,1.23897,0.5402,0,1.77917,2,10.579,0.92
Env. (realmap_a),LO-HA*,0.8,8.8759,5.7,0.161946,3.6601,0.3913,0,4.0514,2,13.627,0.491
