step,x_m,y_m,theta_rad,v_m_s,delta_rad,action,delta_dot_rad_s,a_m_s2,od_m,collision,reached,stuck,reward
0,37.9,4.2,-3.062549759411201,0.0,0.0,-1,0.0,0.0,0.6858822772828439,False,False,False,0.0
1,37.89626170848794,4.199703897702015,-3.06222221078155,0.07500000000000001,0.05235987901687622,34,1.0471975803375244,1.5,0.6842687869611677,False,False,False,-0.15887327943987273
2,37.8887853198407,4.199109244193334,-3.060908407803901,0.15000000000000002,0.10471975803375244,34,1.0471975803375244,1.5,0.6807160279103215,False,False,False,-0.11328835758937857
3,37.87757191843445,4.198202530951864,-3.057938699463801,0.22500000000000003,0.15707963705062866,34,1.0471975803375244,1.5,0.67487680776982,False,False,False,-0.06925034515991718
4,37.86262437271453,4.196949184650564,-3.0526247852697628,0.30000000000000004,0.20943951606750488,34,1.0471975803375244,1.5,0.6663676799790395,False,False,False,-0.026112656169833597
5,37.84394852954575,4.1952832368917,-3.045982392527215,0.37500000000000006,0.20943951606750488,19,0.0,1.5,0.6556019405746554,False,False,False,0.025117321038678926
6,37.821551291101315,4.19313528203577,-3.038011521236158,0.45000000000000007,0.20943951606750488,19,0.0,1.5,0.6430525867098678,False,False,False,0.07247251630693163
7,37.79544198403611,4.190421136760607,-3.028712171396591,0.5250000000000001,0.20943951606750488,19,0.0,1.5,0.6296798190390591,False,False,False,0.12010684273424566
8,37.76563291122288,4.18704190933178,-3.018084343008515,0.6000000000000001,0.20943951606750488,19,0.0,1.5,0.6140535221915135,False,False,False,0.16805299968669452
9,37.73214000052309,4.182884093456138,-3.006128036071929,0.675,0.20943951606750488,19,0.0,1.5,0.5960298931324004,False,False,False,0.21633538240905714
10,37.694983549601666,4.17781969270936,-2.9928432505868336,0.75,0.20943951606750488,19,0.0,1.5,0.5782865083259736,False,False,False,0.2649687757297564
11,37.65418906545016,4.171706382410314,-2.979479603881563,0.825,0.19198622405529023,14,-0.3490658402442932,1.5,0.5594112758412791,False,False,False,0.314724141253552
12,37.60977908599386,4.164443206473415,-2.9662550797991964,0.8999999999999999,0.17453293204307557,14,-0.3490658402442932,1.5,0.5400963215248591,False,False,False,0.36498160713423916
13,37.56177653520671,4.155939229878467,-2.9533863434105454,0.9749999999999999,0.15707964003086092,14,-0.3490658402442932,1.5,0.5225001732674356,False,False,False,0.4152427698410842
14,37.510203611207906,4.146116627870162,-2.941089019672832,1.0499999999999998,0.13962634801864626,14,-0.3490658402442932,1.5,0.5047120148498188,False,False,False,0.4654582634722498
15,37.455080501380216,4.134913714725602,-2.929577966291969,1.1249999999999998,0.12217305600643161,14,-0.3490658402442932,1.5,0.4904508403015675,False,False,False,0.515595599950639
16,37.39642396446421,4.122287920611103,-2.919067541868142,1.1999999999999997,0.10471976399421695,14,-0.3490658402442932,1.5,0.4779302798211482,False,False,False,0.5656133640004909
17,37.33424583007828,4.108218730716695,-2.9097718703640143,1.2749999999999997,0.0872664719820023,14,-0.3490658402442932,1.5,0.46944198667228854,False,False,False,0.6154576351905325
18,37.26855147643461,4.092710607060361,-2.9019051029023024,1.3499999999999996,0.06981317996978764,14,-0.3490658402442932,1.5,0.4664213631053261,False,False,False,0.6650874747037174
19,37.1993383573656,4.075795919692902,-2.895681677874318,1.4249999999999996,0.05235988795757298,14,-0.3490658402442932,1.5,0.4680802112183927,False,False,False,0.7144639233138077
20,37.12659466040051,4.057537920025591,-2.891316580323003,1.4999999999999996,0.03490659594535832,14,-0.3490658402442932,1.5,0.4770415109874597,False,False,False,0.7635388467954127
21,37.05029818885097,4.038033794075152,-2.889025601552736,1.5749999999999995,0.017453303933143656,14,-0.3490658402442932,1.5,0.48549785303269366,False,False,False,0.8122667107742406
22,36.970415573033236,4.017417836903184,-2.889025599913608,1.6499999999999995,1.1920928993935931e-08,14,-0.3490658402442932,1.5,0.4693242033313524,False,False,False,0.8606083790024482
23,36.88690192925912,3.995864790631965,-2.8915347637098754,1.7249999999999994,-0.017453280091285668,14,-0.3490658402442932,1.5,0.4617457021017283,False,False,False,0.9084649393428862
24,36.79970110044797,3.973593386216234,-2.8967728771908132,1.7999999999999994,-0.03490657210350033,14,-0.3490658402442932,1.5,0.4626419965020625,False,False,False,0.955729774787791
25,36.70874662948628,3.95087012254047,-2.9022292454001235,1.8749999999999993,-0.03490657210350033,19,0.0,1.5,0.47331027849327967,False,False,False,1.0034207116579852
26,36.61402644247319,3.927754409871266,-2.9107455073429485,1.9499999999999993,-0.05235986411571499,14,-0.3490658402442932,1.5,0.49481491154364765,False,False,False,1.0493354242669046
27,36.517287571510685,3.9050171833495373,-2.922327133249019,1.9874999999999994,-0.06981315612792965,13,-0.3490658402442932,0.75,0.5274909104195897,False,False,False,0.9596228693605205
28,36.42029186029961,3.88340185009608,-2.9339087591550896,1.9874999999999994,-0.06981315612792965,17,0.0,0.0,0.5439026826047441,False,False,False,0.9574649193998849
