Environment,Algorithm name,Success rate,Average path length (m),Path time (s),Average curvature (1/m),Planning time (s),Tracking time (s),Number of path corners,Compute time (s),Max corner degree (掳),Planning cost (m),Composite score
Env. (realmap_a),CNN-DDQN+Duel,0.86,8.4176,4.9558,0.173009,0.98712,0.0,0,0.98712,3,10.362,0.331
Env. (realmap_a),Expert (CTG),0.94,8.3759,4.8798,0.157846,0.93211,0.0,0,0.93211,3,9.406,0.124
Env. (realmap_a),RRT*,0.78,8.2217,5.7103,0.186283,2.46503,1.78875,0,4.25378,2,13.267,1.196
Env. (realmap_a),LO-HA*,0.6,7.7259,5.16,0.142514,4.82379,1.12009,0,5.94389,2,17.83,0.498
