Environment,Algorithm name,Run index,Start x,Start y,Goal x,Goal y,Success rate,Average path length (m),Path time (s),Average curvature (1/m),Planning time (s),Tracking time (s),Number of path corners,Compute time (s),Max corner degree (°),Planning cost (m),Composite score
Env. (realmap_a),CNN-DDQN+Duel,0,65,43,152,40,1.0,7.875,4.6,0.123669,0.42523,0.0,0,0.42523,4,8.088,0.18
Env. (realmap_a),CNN-DDQN+Duel,1,274,22,366,22,1.0,8.29,6.5,0.102173,0.2781,0.0,0,0.2781,1,8.429,0.701
Env. (realmap_a),CNN-DDQN+Duel,2,133,36,212,28,1.0,7.575,4.5,0.284012,0.27521,0.0,0,0.27521,4,7.713,0.333
Env. (realmap_a),CNN-DDQN+Duel,3,95,19,26,23,1.0,5.9163,3.6,0.0,0.16995,0.0,0,0.16995,0,6.001,0.111
Env. (realmap_a),CNN-DDQN+Duel,4,278,23,184,38,1.0,8.8163,5.05,0.171548,0.22126,0.0,0,0.22126,2,8.927,0.118
Env. (realmap_a),RRT*,0,65,43,152,40,1.0,7.8809,5.55,0.129162,0.95397,0.46281,0,1.41678,1,8.589,1.0
Env. (realmap_a),RRT*,1,274,22,366,22,1.0,8.2722,6.1,0.151156,3.68486,0.53607,0,4.22093,1,10.383,0.807
Env. (realmap_a),RRT*,2,133,36,212,28,1.0,7.211,5.15,0.230946,0.63303,0.4243,0,1.05733,3,7.74,0.869
Env. (realmap_a),RRT*,3,95,19,26,23,1.0,5.9253,4.45,0.103764,0.03295,0.35031,0,0.38325,1,6.117,0.889
Env. (realmap_a),RRT*,4,278,23,184,38,1.0,9.0897,6.3,0.233879,0.14217,0.54308,0,0.68525,3,9.432,0.889
Env. (realmap_a),LO-HA*,0,65,43,152,40,1.0,7.8298,5.0,0.117202,0.44981,0.38577,0,0.83558,2,8.248,0.239
Env. (realmap_a),LO-HA*,1,274,22,366,22,1.0,8.2587,5.35,0.065663,0.16758,0.40974,0,0.57732,1,8.547,0.0
Env. (realmap_a),LO-HA*,2,133,36,212,28,1.0,7.1129,4.95,0.14866,0.31789,0.38854,0,0.70643,1,7.466,0.398
Env. (realmap_a),LO-HA*,3,95,19,26,23,1.0,5.935,4.0,0.027171,0.09638,0.30409,0,0.40047,1,6.135,0.4
Env. (realmap_a),LO-HA*,4,278,23,184,38,1.0,8.7743,5.55,0.142662,0.82674,0.44525,0,1.27198,2,9.41,0.333
