step,x_m,y_m,theta_rad,v_m_s,delta_rad,action,delta_dot_rad_s,a_m_s2,od_m,collision,reached,stuck,reward
0,24.6,3.8000000000000003,-2.9543387338563103,0.0,0.0,-1,0.0,0.0,0.576655969065178,False,False,False,0.0
1,24.596315553174275,3.7993018942856525,-2.954229639703683,0.07500000000000001,0.017453292012214662,24,0.3490658402442932,1.5,0.5773614707807972,False,False,False,-0.16046078078949313
2,24.58894681188518,3.797904878962058,-2.953793130097745,0.15000000000000002,0.034906584024429324,24,0.3490658402442932,1.5,0.5787880772615939,False,False,False,-0.11943419258073026
3,24.57789461572045,3.7958045313869264,-2.953138365688838,0.22500000000000003,0.034906584024429324,19,0.0,1.5,0.5809328069695987,False,False,False,-0.07837923694385214
4,24.56316019096997,3.792994419774824,-2.9527019890783297,0.30000000000000004,0.017453292012214662,14,-0.3490658402442932,1.5,0.5839983909110071,False,False,False,-0.03788750454138972
5,24.54474369461917,3.7894737433964845,-2.9527019890783297,0.37500000000000006,0.0,14,-0.3490658402442932,1.5,0.5884173470447611,False,False,False,0.003040310574745011
6,24.52264389899821,3.785248931742477,-2.9533565539940922,0.45000000000000007,-0.017453292012214662,14,-0.3490658402442932,1.5,0.5936685024716686,False,False,False,0.044001127245840106
7,24.49685758331504,3.7803368625768488,-2.954884337614876,0.5250000000000001,-0.034906584024429324,14,-0.3490658402442932,1.5,0.5997164604589322,False,False,False,0.08506891698027255
8,24.467378965983777,3.7747680996768165,-2.9575047265026595,0.6000000000000001,-0.052359876036643986,14,-0.3490658402442932,1.5,0.5886079776189039,False,False,False,0.12633990317747973
9,24.434199218997215,3.76859016394489,-2.9614381095596842,0.675,-0.06981316804885865,14,-0.3490658402442932,1.5,0.5585516767704606,False,False,False,0.16793100229669372
10,24.397306118506435,3.76187085325277,-2.966906150870175,0.75,-0.0872664600610733,14,-0.3490658402442932,1.5,0.5262060360377431,False,False,False,0.20997531395473829
11,24.35668389924758,3.7547016271797884,-2.9741320668329383,0.825,-0.10471975207328796,14,-0.3490658402442932,1.5,0.49131573576081755,False,False,False,0.25262506539941704
12,24.312313394684335,3.7472010722134668,-2.98334090863008,0.8999999999999999,-0.12217304408550261,14,-0.3490658402442932,1.5,0.45414587103680026,False,False,False,0.2960445991895567
13,24.264172559892938,3.73951846031467,-2.9947598511131073,0.9749999999999999,-0.13962633609771727,14,-0.3490658402442932,1.5,0.41598403323643707,False,False,False,0.34040408070587486
14,24.214092314357632,3.732111731473704,-3.0081235378702615,1.0125,-0.15707962810993192,13,-0.3490658402442932,0.75,0.37778972141327793,False,False,False,0.335927449761151
15,24.162059238218486,3.7251253885464117,-3.021982175988792,1.05,-0.15707962810993192,18,0.0,0.75,0.340953977220519,False,False,False,0.39081900464710434
