step,x_m,y_m,theta_rad,v_m_s,delta_rad,delta_dot_rad_s,a_m_s2,od_m,collision,reached,stuck
0,36.9,5.5,1.2670618409523096,0.0,0.0,0.0,0.0,0.8711531038818676,False,False,False
1,36.90112157185592,5.503578348302221,1.2670618409523096,0.07500000000000001,0.0,0.0,1.5,0.8734404836109078,False,False,False
2,36.903364715567754,5.510735044906663,1.2670618409523096,0.15000000000000002,0.0,0.0,1.5,0.8780094703138797,False,False,False
3,36.90672943113552,5.5214700898133255,1.2670618409523096,0.22500000000000003,0.0,0.0,1.5,0.8848485184805692,False,False,False
4,36.9112157185592,5.535783483022209,1.2670618409523096,0.30000000000000004,0.0,0.0,1.5,0.8940452278968365,False,False,False
5,36.9168235778388,5.553675224533315,1.2670618409523096,0.37500000000000006,0.0,0.0,1.5,0.9065185003956273,False,False,False
6,36.92355300897432,5.575145314346641,1.2670618409523096,0.45000000000000007,0.0,0.0,1.5,0.921414976129699,False,False,False
7,36.93140401196575,5.6001937524621885,1.2670618409523096,0.5250000000000001,0.0,0.0,1.5,0.9386956816820522,False,False,False
8,36.940376586813116,5.628820538879957,1.2670618409523096,0.6000000000000001,0.0,0.0,1.5,0.9583151480662095,False,False,False
9,36.95044864045436,5.6609551862115515,1.2674579621151336,0.6735226272897237,0.00705748380366007,0.1411496760732014,1.4704525457944717,0.9817126812497257,False,False,False
10,36.961628118400334,5.696672613075301,1.2678981932840783,0.7485226272897236,0.00705748380366007,0.0,1.5,1.0078314253209641,False,False,False
11,36.973910450042986,5.735974243112303,1.2683825344591426,0.8235226272897236,0.00705748380366007,0.0,1.5,1.0363841837117789,False,False,False
12,36.987290589825854,5.778861643811925,1.2689109856403276,0.8985226272897235,0.00705748380366007,0.0,1.5,1.069474891669938,False,False,False
13,37.00176301690237,5.825336525405401,1.269483546827633,0.9735226272897235,0.00705748380366007,0.0,1.5,1.1050471725520783,False,False,False
14,37.017318096645376,5.87538903306575,1.2708264045336088,1.048277449705074,0.015370952955949424,0.1662693830457871,1.4950964483070095,1.1448368292583888,False,False,False
