step,x_m,y_m,theta_rad,v_m_s,delta_rad,action,delta_dot_rad_s,a_m_s2,od_m,collision,reached,stuck,reward
0,36.9,5.5,1.2670618409523096,0.0,0.0,-1,0.0,0.0,0.8711531038818676,False,False,False,0.0
1,36.90112157185592,5.503578348302221,1.2670618409523096,0.07500000000000001,0.0,19,0.0,1.5,0.8734404836109078,False,False,False,-0.15211782284117317
2,36.903364715567754,5.510735044906663,1.2670618409523096,0.15000000000000002,0.0,19,0.0,1.5,0.8780094703138797,False,False,False,-0.10297002068232503
3,36.90672943113552,5.5214700898133255,1.2670618409523096,0.22500000000000003,0.0,19,0.0,1.5,0.8848485184805692,False,False,False,-0.05445503102348753
4,36.9112157185592,5.535783483022209,1.2670618409523096,0.30000000000000004,0.0,19,0.0,1.5,0.8940452278968365,False,False,False,-0.005939977995436163
5,36.9168235778388,5.553675224533315,1.2670618409523096,0.37500000000000006,0.0,19,0.0,1.5,0.9065185003956273,False,False,False,0.04257558334247874
6,36.92355300897432,5.575145314346641,1.2670618409523096,0.45000000000000007,0.0,19,0.0,1.5,0.921414976129699,False,False,False,0.0910905484438615
7,36.93140401196575,5.6001937524621885,1.2670618409523096,0.5250000000000001,0.0,19,0.0,1.5,0.9386956816820522,False,False,False,0.1396054308722398
8,36.940376586813116,5.628820538879957,1.2670618409523096,0.6000000000000001,0.0,19,0.0,1.5,0.9583151480662095,False,False,False,0.18812021684885422
9,36.9504707335164,5.661025673599946,1.2670618409523096,0.675,0.0,19,0.0,1.5,0.9817841116550765,False,False,False,0.2366355415954146
10,36.9616864520756,5.696809156622156,1.2670618409523096,0.75,0.0,19,0.0,1.5,1.0079855361150485,False,False,False,0.2851511128556538
11,36.974023742490715,5.736170987946587,1.2670618409523096,0.825,0.0,19,0.0,1.5,1.0366437459467526,False,False,False,0.3336666456133052
12,36.98748260476175,5.779111167573239,1.2670618409523096,0.8999999999999999,0.0,19,0.0,1.5,1.069854744091648,False,False,False,0.3821796201549709
13,37.002063038888714,5.825629695502113,1.2670618409523096,0.9749999999999999,0.0,19,0.0,1.5,1.1055636159493258,False,False,False,0.43069501053662335
14,37.017765044871595,5.875726571733208,1.2670618409523096,1.0499999999999998,0.0,19,0.0,1.5,1.1455660896888653,False,False,False,0.47920996600321714
15,37.034588622710395,5.929401796266523,1.2670618409523096,1.1249999999999998,0.0,19,0.0,1.5,1.1883654708795972,False,False,False,0.5277248448826264
16,37.05253377240511,5.98665536910206,1.2670618409523096,1.1999999999999997,0.0,19,0.0,1.5,1.2356921559047804,False,False,False,0.5762398345414319
17,37.071600493955756,6.047487290239817,1.2670618409523096,1.2749999999999997,0.0,19,0.0,1.5,1.2412399893387052,False,False,False,0.6247548242003333
18,37.09178878736232,6.111897559679796,1.2670618409523096,1.3499999999999996,0.0,19,0.0,1.5,1.2280870815267169,False,False,False,0.6732698138591389
19,37.1130986526248,6.179886177421995,1.2670618409523096,1.4249999999999996,0.0,19,0.0,1.5,1.217288903316003,False,False,False,0.721784803517987
20,37.1355300897432,6.251453143466415,1.2670618409523096,1.4999999999999996,0.0,19,0.0,1.5,1.2096377209588667,False,False,False,0.7703007827904742
21,37.15908309871752,6.3265984578130565,1.2670618409523096,1.5749999999999995,0.0,19,0.0,1.5,1.2048325418861174,False,False,False,0.8188190826850346
22,37.18375767954776,6.4053221204619195,1.2670618409523096,1.6499999999999995,0.0,19,0.0,1.5,1.2036043715184817,False,False,False,0.8673301325653953
23,37.20955383223392,6.487624131413003,1.2670618409523096,1.7249999999999994,0.0,19,0.0,1.5,1.2069364142522694,False,False,False,0.91584483466536
24,37.236471556776,6.573504490666308,1.2670618409523096,1.7999999999999994,0.0,19,0.0,1.5,1.2109258180647118,False,False,False,0.9643597518121851
25,37.264510853174,6.662963198221834,1.2670618409523096,1.8749999999999993,0.0,19,0.0,1.5,1.2095891856450036,False,False,False,1.0128747414710333
26,37.29367172142792,6.756000254079581,1.2670618409523096,1.9499999999999993,0.0,19,0.0,1.5,1.2051617075875742,False,False,False,1.0613897311298814
27,37.323393375609804,6.850826484088438,1.2670618409523096,1.9874999999999994,0.0,18,0.0,0.75,1.203771019455198,False,False,False,0.9745500351839992
28,37.35311502979169,6.945652714097296,1.2670618409523096,1.9874999999999994,0.0,17,0.0,0.0,1.20782826850164,False,False,False,0.9745538497180212
29,37.38283668397357,7.0404789441061535,1.2670618409523096,1.9874999999999994,0.0,17,0.0,0.0,1.2114039719226766,False,False,False,1.0856472259593268
30,37.412558338155456,7.135305174115011,1.2670618409523096,1.9874999999999994,0.0,17,0.0,0.0,1.2089053867992832,False,False,False,1.0856472259593268
31,37.44227999233734,7.230131404123869,1.2670618409523096,1.9874999999999994,0.0,17,0.0,0.0,1.2125835907956979,False,False,False,1.0856472259593055
32,37.472001646519224,7.324957634132726,1.2670618409523096,1.9874999999999994,0.0,17,0.0,0.0,1.2221714739958542,False,False,False,1.0856472259593162
33,37.50172330070111,7.419783864141584,1.2670618409523096,1.9874999999999994,0.0,17,0.0,0.0,1.2377283351372705,False,False,False,1.0856472259593375
34,37.53144495488299,7.5146100941504415,1.2670618409523096,1.9874999999999994,0.0,17,0.0,0.0,1.2589521713201441,False,False,False,1.085649431862126
35,37.56116660906488,7.609436324159299,1.2670618409523096,1.9874999999999994,0.0,17,0.0,0.0,1.2854950776841028,False,False,False,1.0856495849030765
36,37.59088826324676,7.704262554168157,1.2670618409523096,1.9874999999999994,0.0,17,0.0,0.0,1.3172964791949244,False,False,False,1.0856483831586445
37,37.620609917428645,7.799088784177014,1.2670618409523096,1.9874999999999994,0.0,17,0.0,0.0,1.3460728685866434,False,False,False,1.0856472259593162
38,37.65033157161053,7.893915014185872,1.2670618409523096,1.9874999999999994,0.0,17,0.0,0.0,1.3012238138287988,False,False,False,1.0856472259593162
39,37.68005322579241,7.988741244194729,1.2670618409523096,1.9874999999999994,0.0,17,0.0,0.0,1.2527796098958695,False,False,False,1.0856472259593055
40,37.7097748799743,8.083567474203587,1.2670618409523096,1.9874999999999994,0.0,17,0.0,0.0,1.2089200258281037,False,False,False,1.0856491933641046
41,37.73949653415618,8.178393704212445,1.2670618409523096,1.9874999999999994,0.0,17,0.0,0.0,1.1700084818492904,False,False,False,1.085649061813409
42,37.769218188338066,8.273219934221302,1.2670618409523096,1.9874999999999994,0.0,17,0.0,0.0,1.1364168452576282,False,False,False,1.085649144746344
43,37.79893984251995,8.36804616423016,1.2670618409523096,1.9874999999999994,0.0,17,0.0,0.0,1.1060564136125597,False,False,False,1.0856472259593055
