Environment,Algorithm name,Run index,Start x,Start y,Goal x,Goal y,Success rate,Average path length (m),Path time (s),Average curvature (1/m),Planning time (s),Tracking time (s),Number of path corners,Compute time (s),Max corner degree (°),Planning cost (m),Composite score
Env. (realmap_a),CNN-DDQN+Duel,0,211,21,328,35,1.0,11.2775,6.3,0.162559,1.72203,0.0,0,1.72203,3,12.139,0.848
Env. (realmap_a),CNN-DDQN+Duel,1,362,42,271,15,1.0,9.9319,6.05,0.146577,0.90914,0.0,0,0.90914,2,10.386,0.835
Env. (realmap_a),CNN-DDQN+Duel,2,207,36,333,21,1.0,12.9506,7.2,0.222688,1.2025,0.0,0,1.2025,5,13.552,0.333
Env. (realmap_a),CNN-DDQN+Duel,3,276,25,198,33,1.0,7.3162,4.3,0.186507,0.56408,0.0,0,0.56408,2,7.598,0.328
Env. (realmap_a),CNN-DDQN+Duel,4,58,15,180,24,1.0,11.46,6.4,0.0753,0.96542,0.0,0,0.96542,1,11.943,0.196
Env. (realmap_a),CNN-DDQN+Duel,5,389,121,376,53,1.0,5.9663,3.65,0.026516,0.57196,0.0,0,0.57196,1,6.252,0.084
Env. (realmap_a),CNN-DDQN+Duel,6,380,91,283,31,1.0,12.7894,7.05,0.244312,1.34375,0.0,0,1.34375,4,13.461,0.889
Env. (realmap_a),CNN-DDQN+Duel,7,246,38,151,20,1.0,8.9031,5.2,0.168538,1.49484,0.0,0,1.49484,1,9.651,0.105
Env. (realmap_a),CNN-DDQN+Duel,8,369,55,390,122,1.0,6.0863,3.7,0.008627,0.76478,0.0,0,0.76478,0,6.469,0.062
Env. (realmap_a),CNN-DDQN+Duel,9,234,40,103,45,1.0,12.3469,6.85,0.131439,1.06634,0.0,0,1.06634,2,12.88,0.0
Env. (realmap_a),CNN-DDQN+Duel,10,65,43,152,40,1.0,7.875,4.6,0.123669,0.72851,0.0,0,0.72851,4,8.239,0.794
Env. (realmap_a),CNN-DDQN+Duel,11,274,22,366,22,1.0,8.29,6.5,0.102173,1.00442,0.0,0,1.00442,1,8.792,0.906
Env. (realmap_a),CNN-DDQN+Duel,12,133,36,212,28,1.0,7.575,4.5,0.284012,0.81115,0.0,0,0.81115,4,7.981,0.469
Env. (realmap_a),CNN-DDQN+Duel,13,95,19,26,23,1.0,5.9163,3.6,0.0,0.57904,0.0,0,0.57904,0,6.206,0.085
Env. (realmap_a),CNN-DDQN+Duel,14,278,23,184,38,1.0,8.8163,5.05,0.171548,0.81884,0.0,0,0.81884,2,9.226,0.152
Env. (realmap_a),CNN-DDQN+Duel,15,304,43,386,22,1.0,8.0675,4.7,0.2015,0.74087,0.0,0,0.74087,5,8.438,0.867
Env. (realmap_a),CNN-DDQN+Duel,16,77,15,153,41,1.0,7.4775,4.4,0.145896,0.65864,0.0,0,0.65864,3,7.807,0.172
Env. (realmap_a),CNN-DDQN+Duel,17,83,19,177,26,1.0,8.7162,5.0,0.119552,0.78125,0.0,0,0.78125,2,9.107,0.802
Env. (realmap_a),CNN-DDQN+Duel,18,191,37,58,39,1.0,12.5456,6.95,0.144334,0.95156,0.0,0,0.95156,3,13.021,0.424
Env. (realmap_a),CNN-DDQN+Duel,19,273,24,182,16,1.0,8.3719,4.85,0.125209,0.72866,0.0,0,0.72866,1,8.736,0.037
Env. (realmap_a),CNN-DDQN+Duel,20,357,116,401,38,1.0,8.9125,5.1,0.281835,0.86502,0.0,0,0.86502,5,9.345,0.487
Env. (realmap_a),CNN-DDQN+Duel,21,242,37,321,20,1.0,8.4719,5.8,0.484408,1.21065,0.0,0,1.21065,4,9.077,0.9
Env. (realmap_a),CNN-DDQN+Duel,22,371,112,348,22,1.0,9.1162,5.2,0.16298,0.79055,0.0,0,0.79055,4,9.512,0.768
Env. (realmap_a),CNN-DDQN+Duel,23,129,40,31,52,1.0,9.4662,5.4,0.14291,0.78268,0.0,0,0.78268,5,9.858,0.827
Env. (realmap_a),CNN-DDQN+Duel,24,29,48,86,45,0.0,10.5313,7.75,0.371642,2.21207,0.0,0,2.21207,4,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,25,84,38,17,35,1.0,5.7825,3.55,0.05751,0.58908,0.0,0,0.58908,2,6.077,0.082
Env. (realmap_a),CNN-DDQN+Duel,26,140,33,30,55,1.0,11.0369,6.2,0.158925,0.91557,0.0,0,0.91557,4,11.495,0.812
Env. (realmap_a),CNN-DDQN+Duel,27,105,19,191,9,1.0,7.9425,4.65,0.067922,0.74642,0.0,0,0.74642,2,8.316,0.008
Env. (realmap_a),CNN-DDQN+Duel,28,256,21,360,60,0.0,5.2275,9.0,0.293329,2.45867,0.0,0,2.45867,2,inf,inf
