Environment,Algorithm,run_idx,start_x,start_y,goal_x,goal_y,success_rate,avg_path_length,path_time_s,avg_curvature_1_m,planning_time_s,tracking_time_s,num_corners,inference_time_s,max_corner_deg,planning_cost,composite_score
Env. (realmap_a),CNN-DDQN+Duel,0,369,55,390,122,1.0,6.0863,3.7,0.008627,0.36663,0.0,0,0.36663,0,6.27,0.059
Env. (realmap_a),CNN-DDQN+Duel,1,234,40,103,45,1.0,12.3469,6.85,0.131439,0.3056,0.0,0,0.3056,2,12.5,0.0
Env. (realmap_a),CNN-DDQN+Duel,2,65,43,152,40,1.0,7.875,4.6,0.123669,0.205,0.0,0,0.205,4,7.978,0.18
Env. (realmap_a),CNN-DDQN+Duel,3,274,22,366,22,1.0,8.29,6.5,0.102173,0.2802,0.0,0,0.2802,1,8.43,0.701
Env. (realmap_a),CNN-DDQN+Duel,4,133,36,212,28,1.0,7.575,4.5,0.284012,0.27659,0.0,0,0.27659,4,7.713,0.333
Env. (realmap_a),RRT*,0,369,55,390,122,1.0,6.2693,4.7,0.245717,0.04306,0.39263,0,0.43569,3,6.487,0.862
Env. (realmap_a),RRT*,1,234,40,103,45,1.0,12.548,7.7,0.204086,0.66941,0.63691,0,1.30632,3,13.201,0.902
Env. (realmap_a),RRT*,2,65,43,152,40,1.0,7.8809,5.55,0.129162,0.92448,0.46244,0,1.38691,1,8.574,1.0
Env. (realmap_a),RRT*,3,274,22,366,22,1.0,8.2722,6.1,0.151156,3.61238,0.51041,0,4.12279,1,10.334,0.807
Env. (realmap_a),RRT*,4,133,36,212,28,1.0,7.211,5.15,0.230946,0.42665,0.42605,0,0.8527,3,7.637,0.869
Env. (realmap_a),LO-HA*,0,369,55,390,122,1.0,6.3139,4.75,0.204614,0.64781,0.43365,0,1.08146,3,6.855,0.942
Env. (realmap_a),LO-HA*,1,234,40,103,45,1.0,12.4898,7.3,0.161413,3.3282,0.58879,0,3.917,2,14.448,0.543
Env. (realmap_a),LO-HA*,2,65,43,152,40,1.0,7.8298,5.0,0.117202,0.46712,0.38798,0,0.8551,2,8.257,0.274
Env. (realmap_a),LO-HA*,3,274,22,366,22,1.0,8.2587,5.35,0.065663,0.17166,0.41752,0,0.58918,1,8.553,0.0
Env. (realmap_a),LO-HA*,4,133,36,212,28,1.0,7.1129,4.95,0.14866,0.32243,0.39474,0,0.71717,1,7.472,0.419
