Environment,Algorithm,success_rate,avg_path_length,path_time_s,avg_curvature_1_m,planning_time_s,tracking_time_s,num_corners,inference_time_s,max_corner_deg,planning_cost,composite_score
Env. (realmap_a),CNN-DDQN+Duel,1.0,8.4346,5.23,0.129984,0.2868,0.0,0,0.2868,2,8.578,0.0
Env. (realmap_a),RRT*,1.0,8.4363,5.84,0.192214,1.1352,0.48569,0,1.62088,2,9.247,1.0
Env. (realmap_a),LO-HA*,1.0,8.401,5.47,0.139511,0.98744,0.44454,0,1.43198,2,9.117,0.361
