step,x_m,y_m,theta_rad,v_m_s,delta_rad,action,delta_dot_rad_s,a_m_s2,od_m,collision,reached,stuck,reward
0,27.400000000000002,2.2,0.0,0.0,0.0,-1,0.0,0.0,0.47443830696838907,False,False,False,0.0
1,27.403750000000002,2.2,0.0,0.07500000000000001,0.0,19,0.0,1.5,0.4750539029945706,False,False,False,-0.1556326408385932
2,27.411250000000003,2.2,0.0,0.15000000000000002,0.0,19,0.0,1.5,0.4762850950469357,False,False,False,-0.10999965667727168
3,27.422500000000003,2.2,0.0,0.22500000000000003,0.0,19,0.0,1.5,0.4781318831254825,False,False,False,-0.06499948501584357
4,27.437500000000004,2.2,0.0,0.30000000000000004,0.0,19,0.0,1.5,0.4805942672302108,False,False,False,-0.02000005722048287
5,27.456250000000004,2.2,0.0,0.37500000000000006,0.0,19,0.0,1.5,0.4816202606071811,False,False,False,0.02499871253967284
6,27.478750000000005,2.2,0.0,0.45000000000000007,0.0,19,0.0,1.5,0.47792668445008757,False,False,False,0.0699984550476202
7,27.505000000000006,2.2,0.0,0.5250000000000001,0.0,19,0.0,1.5,0.4736175122668126,False,False,False,0.11499819755554624
8,27.535000000000007,2.2,0.0,0.6000000000000001,0.0,19,0.0,1.5,0.4691278388907292,False,False,False,0.15999839782715525
9,27.56875000000001,2.2,0.0,0.675,0.0,19,0.0,1.5,0.4672585873116828,False,False,False,0.205001544952448
10,27.60625000000001,2.2,0.0,0.75,0.0,19,0.0,1.5,0.4651816411127425,False,False,False,0.2500017166137695
11,27.64750000000001,2.2,0.0,0.825,0.0,19,0.0,1.5,0.4638108566214423,False,False,False,0.295001888275155
12,27.692500000000013,2.2,0.0,0.8999999999999999,0.0,19,0.0,1.5,0.4638108566214423,False,False,False,0.3400020599365831
13,27.74125000000001,2.2,0.0,0.9749999999999999,0.0,19,0.0,1.5,0.46437855524915306,False,False,False,0.38500105857844175
14,27.79375000000001,2.2,0.0,1.0499999999999998,0.0,19,0.0,1.5,0.46728627992766936,False,False,False,0.42999639511104987
15,27.84625000000001,2.2,0.0,1.0499999999999998,0.0,17,0.0,0.0,0.4718528036584244,False,False,False,0.3059668903350685
16,27.898750000000007,2.2,0.0,1.0499999999999998,0.0,17,0.0,0.0,0.46740300236242727,False,False,False,0.43000240325931144
17,27.951250000000005,2.2,0.0,1.0499999999999998,0.0,17,0.0,0.0,0.43499899385469665,False,False,False,0.4300000858306518
18,28.003750000000004,2.2,0.0,1.0499999999999998,0.0,17,0.0,0.0,0.4052760053982105,False,False,False,0.42999639511104987
19,28.056250000000002,2.2,0.0,1.0499999999999998,0.0,17,0.0,0.0,0.37692245883840114,False,False,False,0.4299992847442439
20,28.10875,2.2,0.0,1.0499999999999998,0.0,17,0.0,0.0,0.3522888313044895,False,False,False,0.4300024032592475
21,28.16125,2.2,0.0,1.0499999999999998,0.0,17,0.0,0.0,0.32884838534492256,False,False,False,0.4300024032592475
22,28.213749999999997,2.2,0.0,1.0499999999999998,0.0,17,0.0,0.0,0.31036721153157976,False,False,False,0.4300024032592475
23,28.266249999999996,2.2,0.0,1.0499999999999998,0.0,17,0.0,0.0,0.2927449060787569,False,False,False,0.4299983692168993
24,28.318749999999994,2.2,0.0,1.0499999999999998,0.0,17,0.0,0.0,0.2814219720472697,False,False,False,0.42999639511113513
