step,x_m,y_m,theta_rad,v_m_s,delta_rad,action,delta_dot_rad_s,a_m_s2,od_m,collision,reached,stuck,reward
0,38.900000000000006,9.200000000000001,-2.7946373538662095,0.0,0.0,-1,0.0,0.0,0.22869927559042447,False,False,False,0.0
1,38.896473453581756,9.198724864571933,-2.794309805236559,0.07500000000000001,0.05235987901687622,34,1.0471975803375244,1.5,0.2322181321624256,False,False,False,-0.17224752515930575
2,38.88942119646132,9.19617228362175,-2.7929960022589095,0.15000000000000002,0.10471975803375244,34,1.0471975803375244,1.5,0.23923947777230814,False,False,False,-0.13976883656819014
3,38.87884785029146,9.192329517590336,-2.79002629391881,0.22500000000000003,0.15707963705062866,34,1.0471975803375244,1.5,0.2497425413762917,False,False,False,-0.10850136026316398
4,38.86476533340041,9.18716398586423,-2.7847123797247715,0.30000000000000004,0.20943951606750488,34,1.0471975803375244,1.5,0.26369787297543323,False,False,False,-0.07767043029452225
5,38.84719674715103,9.18061362120278,-2.77633896721729,0.37500000000000006,0.2617993950843811,34,1.0471975803375244,1.5,0.2810623551773279,False,False,False,-0.04706854732516955
6,38.82618100064749,9.172576930410003,-2.76415447824611,0.45000000000000007,0.3141592741012573,34,1.0471975803375244,1.5,0.3017730329456434,False,False,False,-0.016440132179227712
7,38.801778690363165,9.16290275071415,-2.7473604262013387,0.5250000000000001,0.36651915311813354,34,1.0471975803375244,1.5,0.3257392632256181,False,False,False,0.014518205472222073
8,38.77407993823875,9.151379767994815,-2.725098991237562,0.6000000000000001,0.41887903213500977,34,1.0471975803375244,1.5,0.3528322937722663,False,False,False,0.04612598167266372
9,38.74321512211699,9.137725991016621,-2.6964381847035,0.675,0.47123889803846897,34,1.0471975803375244,1.5,0.3828712624041761,False,False,False,0.07868483168851795
10,38.709369716031546,9.12157859225053,-2.6645928441100986,0.75,0.47123889803846897,34,1.0471975803375244,1.5,0.415739097570204,False,False,False,0.12883232141010337
11,38.672724191419775,9.1026400594159,-2.6295629694573566,0.825,0.47123889803846897,19,0.0,1.5,0.4512375408908935,False,False,False,0.17731319624084774
12,38.633495357493516,9.08059241580517,-2.591348560745274,0.8999999999999999,0.47123889803846897,19,0.0,1.5,0.48913087703189806,False,False,False,0.2282748931786095
13,38.59194100801153,9.055101269516134,-2.5517202878732315,0.9749999999999999,0.4537856060262543,14,-0.3490658402442932,1.5,0.5292096313534675,False,False,False,0.28469359736904265
14,38.54831289465024,9.025897884018315,-2.510918367676496,1.0499999999999998,0.4363323140140396,14,-0.3490658402442932,1.5,0.5712244029882285,False,False,False,0.34301882448272697
15,38.50288370306415,8.992727851581877,-2.4691781782577156,1.1249999999999998,0.4188790220018249,14,-0.3490658402442932,1.5,0.6149072118586283,False,False,False,0.40254928415459795
16,38.45594450142781,8.955355249990033,-2.4267306963970707,1.1999999999999997,0.40142572998961024,14,-0.3490658402442932,1.5,0.6599740202306328,False,False,False,0.4630135731629013
17,38.40780153817586,8.913566285067207,-2.3838029095883244,1.2749999999999997,0.38397243797739555,14,-0.3490658402442932,1.5,0.7061279449054501,False,False,False,0.5240990921144131
18,38.358772445281886,8.867172340958149,-2.3406182052536235,1.3499999999999996,0.36651914596518087,14,-0.3490658402442932,1.5,0.7530629280018357,False,False,False,0.5855238824408344
19,38.30918192143551,8.816012371796292,-2.297396739456552,1.4249999999999996,0.3490658539529662,14,-0.3490658402442932,1.5,0.8019054481442514,False,False,False,0.6469474851271201
