Environment,Algorithm,success_rate,avg_path_length,path_time_s,avg_curvature_1_m,planning_time_s,tracking_time_s,num_corners,inference_time_s,max_corner_deg,planning_cost,composite_score
Env. (realmap_a),CNN-DDQN+Duel,0.8,27.0519,14.725,0.178097,0.59167,0.0,0,0.59167,4,34.185,0.755
Env. (realmap_a),RRT*,0.4,27.7586,15.475,0.199384,6.35623,0.53997,0,6.89619,3,78.017,2.392
Env. (realmap_a),LO-HA*,0.2,23.8792,13.5,0.103643,10.00053,0.23184,0,10.23237,2,144.977,0.556
