Environment,Algorithm name,Success rate,Average path length (m),Path time (s),Average curvature (1/m),Planning time (s),Tracking time (s),Number of path corners,Compute time (s),Max corner degree (掳),Planning cost (m),Composite score
Env. (realmap_a),CNN-DDQN+Duel,0.9,8.9103,5.2333,0.163312,0.84302,0.0,0,0.84302,3,10.369,0.396
Env. (realmap_a),Expert (CTG),0.92,8.7879,5.1033,0.150693,0.99498,0.0,0,0.99498,3,10.093,0.163
Env. (realmap_a),RRT*,0.78,8.688,5.9436,0.169702,3.25609,1.25623,0,4.51233,2,14.031,1.207
Env. (realmap_a),LO-HA*,0.54,8.5236,5.5407,0.135825,5.92246,1.21641,0,7.13886,2,22.394,0.741
