Environment,Algorithm,run_idx,start_x,start_y,goal_x,goal_y,success_rate,avg_path_length,path_time_s,avg_curvature_1_m,planning_time_s,tracking_time_s,num_corners,inference_time_s,max_corner_deg,planning_cost,composite_score
Env. (realmap_a),CNN-DDQN+Duel,0,186,17,391,43,1.0,20.1163,10.7,0.126675,1.31378,0.0,0,1.31378,2,20.773,0.113
Env. (realmap_a),CNN-DDQN+Duel,1,380,65,198,33,1.0,18.7406,10.15,0.204428,0.75107,0.0,0,0.75107,3,19.116,0.846
Env. (realmap_a),CNN-DDQN+Duel,2,7,34,180,24,1.0,16.6894,9.0,0.094166,0.66766,0.0,0,0.66766,2,17.023,0.865
Env. (realmap_a),CNN-DDQN+Duel,3,52,55,376,53,0.0,0.6694,5.7,3.614348,1.31781,0.0,1,1.31781,180,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,4,53,52,356,74,0.0,0.39,3.1,5.830294,0.73975,0.0,1,0.73975,180,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,5,351,17,107,42,1.0,24.0225,14.4,0.158055,1.54828,0.0,0,1.54828,2,24.797,0.889
Env. (realmap_a),CNN-DDQN+Duel,6,388,95,151,20,1.0,26.5725,14.1,0.156422,1.35664,0.0,0,1.35664,3,27.251,0.88
Env. (realmap_a),CNN-DDQN+Duel,7,176,39,390,122,1.0,26.6113,14.1,0.196681,2.06608,0.0,0,2.06608,4,27.644,0.892
Env. (realmap_a),CNN-DDQN+Duel,8,375,94,103,45,1.0,31.0012,16.3,0.201232,2.07486,0.0,0,2.07486,5,32.039,0.788
Env. (realmap_a),CNN-DDQN+Duel,9,373,111,152,40,1.0,27.4913,14.65,0.193946,1.98026,0.0,0,1.98026,4,28.481,0.792
Env. (realmap_a),CNN-DDQN+Duel,10,28,16,366,22,1.0,32.9781,18.0,0.07203,1.45673,0.0,0,1.45673,1,33.706,0.555
Env. (realmap_a),CNN-DDQN+Duel,11,389,92,212,28,1.0,20.4044,10.95,0.197955,0.98377,0.0,0,0.98377,3,20.896,0.774
Env. (realmap_a),CNN-DDQN+Duel,12,221,29,26,23,1.0,18.7013,10.05,0.056522,1.06972,0.0,0,1.06972,1,19.236,0.02
Env. (realmap_a),CNN-DDQN+Duel,13,341,25,153,41,1.0,18.5125,10.2,0.180397,0.92549,0.0,0,0.92549,3,18.975,0.053
Env. (realmap_a),CNN-DDQN+Duel,14,379,42,177,26,1.0,19.8,10.6,0.129412,1.17838,0.0,0,1.17838,3,20.389,0.37
Env. (realmap_a),CNN-DDQN+Duel,15,372,80,58,39,1.0,34.2025,17.95,0.20705,1.94315,0.0,0,1.94315,5,35.174,0.805
Env. (realmap_a),CNN-DDQN+Duel,16,375,62,182,16,0.0,10.1181,9.2,0.342668,1.14453,0.0,0,1.14453,5,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,17,35,38,275,34,1.0,24.4,12.9,0.169716,1.54381,0.0,0,1.54381,5,25.172,0.639
Env. (realmap_a),CNN-DDQN+Duel,18,214,44,401,38,0.0,4.755,7.05,0.336288,1.33154,0.0,2,1.33154,180,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,19,72,22,321,20,1.0,24.0425,15.2,0.065437,1.59642,0.0,0,1.59642,1,24.841,0.681
Env. (realmap_a),CNN-DDQN+Duel,20,95,24,283,25,1.0,18.1294,10.05,0.099745,0.84783,0.0,0,0.84783,2,18.553,0.529
Env. (realmap_a),CNN-DDQN+Duel,21,175,44,348,22,1.0,16.9688,9.55,0.110548,0.86247,0.0,0,0.86247,1,17.4,0.055
Env. (realmap_a),CNN-DDQN+Duel,22,18,42,191,9,1.0,17.7862,9.55,0.163982,0.7662,0.0,0,0.7662,3,18.169,0.571
Env. (realmap_a),CNN-DDQN+Duel,23,34,17,360,60,1.0,33.9144,17.6,0.107266,1.39787,0.0,0,1.39787,5,34.613,0.87
Env. (realmap_a),CNN-DDQN+Duel,24,203,30,384,50,1.0,17.595,9.55,0.13686,0.90776,0.0,0,0.90776,2,18.049,0.091
Env. (realmap_a),CNN-DDQN+Duel,25,384,78,74,11,1.0,32.9794,17.35,0.155017,1.37937,0.0,0,1.37937,3,33.669,0.889
Env. (realmap_a),CNN-DDQN+Duel,26,233,42,369,101,1.0,18.06,10.8,0.238853,0.99224,0.0,0,0.99224,4,18.556,0.889
Env. (realmap_a),CNN-DDQN+Duel,27,383,114,33,56,1.0,41.305,21.45,0.190783,1.73698,0.0,0,1.73698,5,42.173,0.889
Env. (realmap_a),CNN-DDQN+Duel,28,332,34,155,27,1.0,17.5225,9.45,0.172929,0.8388,0.0,0,0.8388,5,17.942,0.831
Env. (realmap_a),CNN-DDQN+Duel,29,68,11,357,41,1.0,28.69,15.0,0.110492,1.18487,0.0,0,1.18487,3,29.282,0.845
Env. (realmap_a),CNN-DDQN+Duel,30,345,18,29,31,1.0,31.0556,18.5,0.075523,1.54529,0.0,0,1.54529,3,31.828,0.808
