Environment,Algorithm name,Run index,Start x,Start y,Goal x,Goal y,Success rate,Average path length (m),Path time (s),Average curvature (1/m),Planning time (s),Tracking time (s),Number of path corners,Compute time (s),Max corner degree (°),Planning cost (m),Composite score
Env. (realmap_a),CNN-DDQN+Duel,0,375,94,103,45,1.0,31.0012,16.3,0.201232,0.90675,0.0,0,0.90675,5,31.455,0.79
Env. (realmap_a),CNN-DDQN+Duel,1,373,111,152,40,1.0,27.4913,14.65,0.193946,0.61713,0.0,0,0.61713,4,27.8,0.762
Env. (realmap_a),CNN-DDQN+Duel,2,28,16,366,22,1.0,32.9781,18.0,0.07203,0.68668,0.0,0,0.68668,1,33.321,0.537
Env. (realmap_a),CNN-DDQN+Duel,3,389,92,212,28,1.0,20.4044,10.95,0.197955,0.70594,0.0,0,0.70594,3,20.757,0.781
Env. (realmap_a),CNN-DDQN+Duel,4,221,29,26,23,1.0,18.7013,10.05,0.056522,0.52569,0.0,0,0.52569,1,18.964,0.0
Env. (realmap_a),RRT*,0,375,94,103,45,1.0,31.7668,17.45,0.247845,7.21776,1.53591,0,8.75367,4,36.144,0.965
Env. (realmap_a),RRT*,1,373,111,152,40,1.0,27.9484,15.8,0.262091,2.58868,1.36333,0,3.95202,4,29.924,0.912
Env. (realmap_a),RRT*,2,28,16,366,22,1.0,33.0407,18.1,0.091618,4.08245,1.58368,0,5.66613,1,35.874,1.0
Env. (realmap_a),RRT*,3,389,92,212,28,1.0,20.8872,12.4,0.226944,2.14172,1.09701,0,3.23872,4,22.507,0.906
Env. (realmap_a),RRT*,4,221,29,26,23,1.0,18.6322,11.15,0.087165,1.05726,0.94459,0,2.00185,1,19.633,0.565
Env. (realmap_a),LO-HA*,0,375,94,103,45,0.0,0.0,0.0,0.0,10.07105,0.0,0,10.07105,0,inf,inf
Env. (realmap_a),LO-HA*,1,373,111,152,40,0.0,0.0,0.0,0.0,10.06051,0.0,0,10.06051,0,inf,inf
Env. (realmap_a),LO-HA*,2,28,16,366,22,1.0,32.92,17.75,0.057877,3.71273,1.42885,0,5.14158,1,35.491,0.099
Env. (realmap_a),LO-HA*,3,389,92,212,28,0.0,0.0,0.0,0.0,10.02858,0.0,0,10.02858,0,inf,inf
Env. (realmap_a),LO-HA*,4,221,29,26,23,1.0,19.8967,11.65,0.198538,0.55548,0.95541,0,1.51089,5,20.652,0.895
