Environment,Algorithm,run_idx,start_x,start_y,goal_x,goal_y,success_rate,avg_path_length,path_time_s,avg_curvature_1_m,planning_time_s,tracking_time_s,num_corners,inference_time_s,max_corner_deg,planning_cost,composite_score
Env. (realmap_a),CNN-DDQN+Duel,0,371,47,69,12,1.0,30.0025,15.75,0.114332,2.12201,0.0,0,2.12201,2,31.064,0.848
Env. (realmap_a),CNN-DDQN+Duel,1,54,14,328,35,1.0,27.2013,14.25,0.116417,1.5283,0.0,0,1.5283,3,27.965,0.866
Env. (realmap_a),CNN-DDQN+Duel,2,62,40,271,15,1.0,20.6962,11.05,0.140845,0.88124,0.0,0,0.88124,3,21.137,0.853
Env. (realmap_a),CNN-DDQN+Duel,3,24,22,333,21,1.0,30.1062,17.75,0.059435,1.37718,0.0,0,1.37718,1,30.795,0.65
Env. (realmap_a),CNN-DDQN+Duel,4,186,17,391,43,1.0,20.1163,10.7,0.126675,0.91589,0.0,0,0.91589,2,20.574,0.856
Env. (realmap_a),CNN-DDQN+Duel,5,380,65,198,33,1.0,18.7406,10.15,0.204428,0.79882,0.0,0,0.79882,3,19.14,0.065
Env. (realmap_a),CNN-DDQN+Duel,6,7,34,180,24,1.0,16.6894,9.0,0.094166,0.84851,0.0,0,0.84851,2,17.114,0.868
Env. (realmap_a),CNN-DDQN+Duel,7,52,55,376,53,0.0,0.6694,5.7,3.614348,1.80794,0.0,1,1.80794,180,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,8,53,52,356,74,0.0,0.39,3.1,5.830294,0.94872,0.0,1,0.94872,180,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,9,351,17,107,42,1.0,24.0225,14.4,0.158055,1.58707,0.0,0,1.58707,2,24.816,0.889
Env. (realmap_a),CNN-DDQN+Duel,10,388,95,151,20,1.0,26.5725,14.1,0.156422,1.3162,0.0,0,1.3162,3,27.231,0.771
Env. (realmap_a),CNN-DDQN+Duel,11,176,39,390,122,1.0,26.6113,14.1,0.196681,1.14,0.0,0,1.14,4,27.181,0.889
