Environment,Algorithm,run_idx,start_x,start_y,goal_x,goal_y,success_rate,avg_path_length,path_time_s,avg_curvature_1_m,planning_time_s,tracking_time_s,num_corners,inference_time_s,max_corner_deg,planning_cost,composite_score
Env. (realmap_a),CNN-DDQN+Duel,0,389,121,376,53,1.0,5.9663,3.65,0.026516,1.64126,0.0,0,1.64126,1,6.787,0.111
Env. (realmap_a),CNN-DDQN+Duel,1,380,91,283,31,1.0,12.7894,7.05,0.244312,1.93027,0.0,0,1.93027,4,13.755,0.824
Env. (realmap_a),CNN-DDQN+Duel,2,246,38,151,20,1.0,8.9031,5.2,0.168538,1.42718,0.0,0,1.42718,1,9.617,0.157
Env. (realmap_a),CNN-DDQN+Duel,3,369,55,390,122,1.0,6.0863,3.7,0.008627,0.9544,0.0,0,0.9544,0,6.563,0.073
Env. (realmap_a),CNN-DDQN+Duel,4,234,40,103,45,1.0,12.3469,6.85,0.131439,1.88778,0.0,0,1.88778,2,13.291,0.009
Env. (realmap_a),CNN-DDQN+Duel,5,65,43,152,40,1.0,7.875,4.6,0.123669,0.76723,0.0,0,0.76723,4,8.259,0.117
Env. (realmap_a),CNN-DDQN+Duel,6,274,22,366,22,1.0,8.29,6.5,0.102173,1.45115,0.0,0,1.45115,1,9.016,0.834
Env. (realmap_a),CNN-DDQN+Duel,7,133,36,212,28,1.0,7.575,4.5,0.284012,1.23782,0.0,0,1.23782,4,8.194,0.505
Env. (realmap_a),CNN-DDQN+Duel,8,95,19,26,23,1.0,5.9163,3.6,0.0,0.4984,0.0,0,0.4984,0,6.165,0.084
Env. (realmap_a),CNN-DDQN+Duel,9,278,23,184,38,1.0,8.8163,5.05,0.171548,0.88046,0.0,0,0.88046,2,9.256,0.145
Env. (realmap_a),CNN-DDQN+Duel,10,304,43,386,22,1.0,8.0675,4.7,0.2015,0.96172,0.0,0,0.96172,5,8.548,0.869
Env. (realmap_a),CNN-DDQN+Duel,11,77,15,153,41,1.0,7.4775,4.4,0.145896,0.81832,0.0,0,0.81832,3,7.887,0.281
Env. (realmap_a),CNN-DDQN+Duel,12,83,19,177,26,1.0,8.7162,5.0,0.119552,1.1693,0.0,0,1.1693,2,9.301,0.803
Env. (realmap_a),CNN-DDQN+Duel,13,191,37,58,39,1.0,12.5456,6.95,0.144334,1.35064,0.0,0,1.35064,3,13.221,0.316
Env. (realmap_a),CNN-DDQN+Duel,14,273,24,182,16,1.0,8.3719,4.85,0.125209,1.04709,0.0,0,1.04709,1,8.895,0.008
Env. (realmap_a),CNN-DDQN+Duel,15,357,116,401,38,1.0,8.9125,5.1,0.281835,1.08652,0.0,0,1.08652,5,9.456,0.62
Env. (realmap_a),CNN-DDQN+Duel,16,242,37,321,20,1.0,8.4719,5.8,0.484408,1.82574,0.0,0,1.82574,4,9.385,0.373
Env. (realmap_a),CNN-DDQN+Duel,17,371,112,348,22,1.0,9.1162,5.2,0.16298,0.73799,0.0,0,0.73799,4,9.485,0.217
Env. (realmap_a),CNN-DDQN+Duel,18,129,40,31,52,1.0,9.4662,5.4,0.14291,1.08894,0.0,0,1.08894,5,10.011,0.752
Env. (realmap_a),CNN-DDQN+Duel,19,29,48,86,45,0.0,10.5313,7.75,0.371642,2.32277,0.0,0,2.32277,4,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,20,84,38,17,35,1.0,5.7825,3.55,0.05751,0.35393,0.0,0,0.35393,2,5.959,0.025
Env. (realmap_a),CNN-DDQN+Duel,21,140,33,30,55,1.0,11.0369,6.2,0.158925,0.72502,0.0,0,0.72502,4,11.399,0.889
Env. (realmap_a),CNN-DDQN+Duel,22,105,19,191,9,1.0,7.9425,4.65,0.067922,0.56422,0.0,0,0.56422,2,8.225,0.0
Env. (realmap_a),CNN-DDQN+Duel,23,256,21,360,60,0.0,5.2275,9.0,0.293329,1.72854,0.0,0,1.72854,2,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,24,145,38,74,11,1.0,6.9069,4.1,0.249436,0.49655,0.0,0,0.49655,4,7.155,0.767
Env. (realmap_a),CNN-DDQN+Duel,25,109,43,33,56,1.0,7.8744,4.6,0.223555,0.5651,0.0,0,0.5651,5,8.157,0.725
Env. (realmap_a),CNN-DDQN+Duel,26,229,15,357,41,1.0,12.3469,6.85,0.139135,0.77838,0.0,0,0.77838,3,12.736,0.843
Env. (realmap_a),CNN-DDQN+Duel,27,103,12,29,31,1.0,6.8162,4.05,0.197739,0.53484,0.0,0,0.53484,2,7.084,0.324
Env. (realmap_a),CNN-DDQN+Duel,28,299,36,361,30,1.0,5.7894,3.55,0.137221,0.42076,0.0,0,0.42076,4,6.0,0.26
Env. (realmap_a),CNN-DDQN+Duel,29,279,20,212,39,0.0,1.2956,5.85,0.276521,2.23148,0.0,0,2.23148,1,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,30,57,38,136,17,1.0,7.8375,4.6,0.301614,0.58451,0.0,0,0.58451,4,8.13,0.41
Env. (realmap_a),CNN-DDQN+Duel,31,284,40,382,86,0.0,0.495,5.4,0.413137,1.47905,0.0,0,1.47905,0,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,32,30,20,143,14,1.0,10.4162,5.85,0.069065,0.68663,0.0,0,0.68663,1,10.76,0.203
Env. (realmap_a),CNN-DDQN+Duel,33,364,93,355,23,1.0,6.3844,3.85,0.132447,0.48608,0.0,0,0.48608,2,6.627,0.215
Env. (realmap_a),CNN-DDQN+Duel,34,79,21,185,22,1.0,9.7106,5.6,0.091426,0.65262,0.0,0,0.65262,1,10.037,0.359
Env. (realmap_a),CNN-DDQN+Duel,35,382,82,306,38,1.0,8.9875,5.15,0.217172,0.56876,0.0,0,0.56876,3,9.272,0.694
