Environment,Algorithm,run_idx,start_x,start_y,goal_x,goal_y,success_rate,avg_path_length,path_time_s,avg_curvature_1_m,planning_time_s,tracking_time_s,num_corners,inference_time_s,max_corner_deg,planning_cost,composite_score
Env. (realmap_a),CNN-DDQN+Duel,0,380,91,283,31,1.0,12.7894,7.05,0.244312,1.3316,0.0,0,1.3316,4,13.455,0.817
Env. (realmap_a),CNN-DDQN+Duel,1,246,38,151,20,1.0,8.9031,5.2,0.168538,1.74061,0.0,0,1.74061,1,9.773,0.162
Env. (realmap_a),CNN-DDQN+Duel,2,369,55,390,122,1.0,6.0863,3.7,0.008627,0.6138,0.0,0,0.6138,0,6.393,0.051
Env. (realmap_a),CNN-DDQN+Duel,3,234,40,103,45,1.0,12.3469,6.85,0.131439,1.03759,0.0,0,1.03759,2,12.866,0.0
Env. (realmap_a),CNN-DDQN+Duel,4,65,43,152,40,1.0,7.875,4.6,0.123669,0.86253,0.0,0,0.86253,4,8.306,0.119
Env. (realmap_a),CNN-DDQN+Duel,5,274,22,366,22,1.0,8.29,6.5,0.102173,1.22812,0.0,0,1.22812,1,8.904,0.811
Env. (realmap_a),CNN-DDQN+Duel,6,133,36,212,28,1.0,7.575,4.5,0.284012,0.8413,0.0,0,0.8413,4,7.996,0.467
Env. (realmap_a),CNN-DDQN+Duel,7,95,19,26,23,1.0,5.9163,3.6,0.0,0.32006,0.0,0,0.32006,0,6.076,0.057
Env. (realmap_a),CNN-DDQN+Duel,8,278,23,184,38,1.0,8.8163,5.05,0.171548,0.77425,0.0,0,0.77425,2,9.203,0.135
Env. (realmap_a),CNN-DDQN+Duel,9,304,43,386,22,1.0,8.0675,4.7,0.2015,1.00703,0.0,0,1.00703,5,8.571,0.868
Env. (realmap_a),CNN-DDQN+Duel,10,77,15,153,41,1.0,7.4775,4.4,0.145896,0.89672,0.0,0,0.89672,3,7.926,0.264
Env. (realmap_a),CNN-DDQN+Duel,11,83,19,177,26,1.0,8.7162,5.0,0.119552,0.65214,0.0,0,0.65214,2,9.042,0.798
Env. (realmap_a),CNN-DDQN+Duel,12,191,37,58,39,1.0,12.5456,6.95,0.144334,1.2827,0.0,0,1.2827,3,13.187,0.286
Env. (realmap_a),CNN-DDQN+Duel,13,273,24,182,16,1.0,8.3719,4.85,0.125209,0.79595,0.0,0,0.79595,1,8.77,0.0
Env. (realmap_a),CNN-DDQN+Duel,14,357,116,401,38,1.0,8.9125,5.1,0.281835,0.68125,0.0,0,0.68125,5,9.253,0.509
Env. (realmap_a),CNN-DDQN+Duel,15,242,37,321,20,1.0,8.4719,5.8,0.484408,1.15907,0.0,0,1.15907,4,9.051,0.362
Env. (realmap_a),CNN-DDQN+Duel,16,371,112,348,22,1.0,9.1162,5.2,0.16298,0.94465,0.0,0,0.94465,4,9.589,0.217
Env. (realmap_a),CNN-DDQN+Duel,17,129,40,31,52,1.0,9.4662,5.4,0.14291,0.74593,0.0,0,0.74593,5,9.839,0.752
Env. (realmap_a),CNN-DDQN+Duel,18,29,48,86,45,0.0,10.5313,7.75,0.371642,1.88781,0.0,0,1.88781,4,inf,inf
