Environment,Algorithm,success_rate,avg_path_length,path_time_s,avg_curvature_1_m,planning_time_s,tracking_time_s,num_corners,inference_time_s,max_corner_deg,planning_cost,composite_score
Env. (realmap_a),CNN-DDQN+Duel,0.72,9.3398,5.4111,0.172931,0.34067,0.0,0,0.34067,3,13.208,0.463
Env. (realmap_a),Hybrid A*,0.66,9.7415,4.8708,0.365637,5.60981,0.0,1,5.60981,103,19.01,0.983
Env. (realmap_a),RRT*,0.76,10.0155,5.0078,0.376717,3.75577,0.0,1,3.75577,18,15.649,0.834
