Environment,Algorithm name,Run index,Start x,Start y,Goal x,Goal y,Success rate,Average path length (m),Path time (s),Average curvature (1/m),Planning time (s),Tracking time (s),Number of path corners,Compute time (s),Max corner degree (°),Planning cost (m),Composite score
Env. (realmap_a),CNN-DDQN+Duel,0,195,31,69,12,1.0,12.0619,7.15,0.140018,1.6527,0.0,0,1.6527,2,12.888,0.573
Env. (realmap_a),CNN-DDQN+Duel,1,375,108,303,17,1.0,13.6025,8.6,0.202095,1.58669,0.0,0,1.58669,2,14.396,0.749
Env. (realmap_a),CNN-DDQN+Duel,2,211,21,328,35,1.0,11.2775,6.3,0.162559,0.82627,0.0,0,0.82627,3,11.691,0.845
Env. (realmap_a),CNN-DDQN+Duel,3,362,42,271,15,1.0,9.9319,6.05,0.146577,0.6342,0.0,0,0.6342,2,10.249,0.75
Env. (realmap_a),CNN-DDQN+Duel,4,207,36,333,21,1.0,12.9506,7.2,0.222688,1.07019,0.0,0,1.07019,5,13.486,0.341
Env. (realmap_a),CNN-DDQN+Duel,5,276,25,198,33,1.0,7.3162,4.3,0.186507,0.52193,0.0,0,0.52193,2,7.577,0.357
Env. (realmap_a),CNN-DDQN+Duel,6,58,15,180,24,1.0,11.46,6.4,0.0753,0.42492,0.0,0,0.42492,1,11.672,0.123
Env. (realmap_a),CNN-DDQN+Duel,7,389,121,376,53,1.0,5.9663,3.65,0.026516,0.36969,0.0,0,0.36969,1,6.151,0.051
Env. (realmap_a),CNN-DDQN+Duel,8,380,91,283,31,1.0,12.7894,7.05,0.244312,0.77134,0.0,0,0.77134,4,13.175,0.889
Env. (realmap_a),CNN-DDQN+Duel,9,246,38,151,20,1.0,8.9031,5.2,0.168538,0.65288,0.0,0,0.65288,1,9.23,0.098
Env. (realmap_a),CNN-DDQN+Duel,10,369,55,390,122,1.0,6.0863,3.7,0.008627,0.46904,0.0,0,0.46904,0,6.321,0.074
Env. (realmap_a),CNN-DDQN+Duel,11,234,40,103,45,1.0,12.3469,6.85,0.131439,0.7292,0.0,0,0.7292,2,12.711,0.0
Env. (realmap_a),CNN-DDQN+Duel,12,65,43,152,40,1.0,7.875,4.6,0.123669,0.50397,0.0,0,0.50397,4,8.127,0.794
Env. (realmap_a),CNN-DDQN+Duel,13,274,22,366,22,1.0,8.29,6.5,0.102173,0.86669,0.0,0,0.86669,1,8.723,0.914
Env. (realmap_a),CNN-DDQN+Duel,14,133,36,212,28,1.0,7.575,4.5,0.284012,0.60635,0.0,0,0.60635,4,7.878,0.474
Env. (realmap_a),CNN-DDQN+Duel,15,95,19,26,23,1.0,5.9163,3.6,0.0,0.45648,0.0,0,0.45648,0,6.144,0.054
Env. (realmap_a),CNN-DDQN+Duel,16,278,23,184,38,1.0,8.8163,5.05,0.171548,0.61759,0.0,0,0.61759,2,9.125,0.176
Env. (realmap_a),CNN-DDQN+Duel,17,304,43,386,22,1.0,8.0675,4.7,0.2015,0.58245,0.0,0,0.58245,5,8.359,0.823
Env. (realmap_a),CNN-DDQN+Duel,18,77,15,153,41,1.0,7.4775,4.4,0.145896,0.54599,0.0,0,0.54599,3,7.75,0.139
Env. (realmap_a),CNN-DDQN+Duel,19,83,19,177,26,1.0,8.7162,5.0,0.119552,0.65819,0.0,0,0.65819,2,9.045,0.8
Env. (realmap_a),CNN-DDQN+Duel,20,191,37,58,39,1.0,12.5456,6.95,0.144334,0.60554,0.0,0,0.60554,3,12.848,0.399
Env. (realmap_a),CNN-DDQN+Duel,21,273,24,182,16,1.0,8.3719,4.85,0.125209,0.51415,0.0,0,0.51415,1,8.629,0.006
Env. (realmap_a),CNN-DDQN+Duel,22,357,116,401,38,1.0,8.9125,5.1,0.281835,0.83828,0.0,0,0.83828,5,9.332,0.495
Env. (realmap_a),CNN-DDQN+Duel,23,242,37,321,20,1.0,8.4719,5.8,0.484408,1.15885,0.0,0,1.15885,4,9.051,0.901
Env. (realmap_a),CNN-DDQN+Duel,24,371,112,348,22,1.0,9.1162,5.2,0.16298,0.6574,0.0,0,0.6574,4,9.445,0.333
Env. (realmap_a),CNN-DDQN+Duel,25,129,40,31,52,1.0,9.4662,5.4,0.14291,0.64733,0.0,0,0.64733,5,9.79,0.78
Env. (realmap_a),CNN-DDQN+Duel,26,29,48,86,45,0.0,10.5313,7.75,0.371642,2.12325,0.0,0,2.12325,4,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,27,84,38,17,35,1.0,5.7825,3.55,0.05751,0.52403,0.0,0,0.52403,2,6.045,0.088
Env. (realmap_a),CNN-DDQN+Duel,28,140,33,30,55,1.0,11.0369,6.2,0.158925,0.73558,0.0,0,0.73558,4,11.405,0.057
Env. (realmap_a),CNN-DDQN+Duel,29,105,19,191,9,1.0,7.9425,4.65,0.067922,0.59464,0.0,0,0.59464,2,8.24,0.024
Env. (realmap_a),CNN-DDQN+Duel,30,256,21,360,60,0.0,5.2275,9.0,0.293329,2.07785,0.0,0,2.07785,2,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,31,145,38,74,11,1.0,6.9069,4.1,0.249436,0.68516,0.0,0,0.68516,4,7.249,0.804
Env. (realmap_a),CNN-DDQN+Duel,32,109,43,33,56,1.0,7.8744,4.6,0.223555,0.67388,0.0,0,0.67388,5,8.211,0.108
Env. (realmap_a),CNN-DDQN+Duel,33,229,15,357,41,1.0,12.3469,6.85,0.139135,0.7704,0.0,0,0.7704,3,12.732,0.845
Env. (realmap_a),CNN-DDQN+Duel,34,103,12,29,31,1.0,6.8162,4.05,0.197739,0.61336,0.0,0,0.61336,2,7.123,0.333
Env. (realmap_a),CNN-DDQN+Duel,35,299,36,361,30,1.0,5.7894,3.55,0.137221,0.54114,0.0,0,0.54114,4,6.06,0.402
Env. (realmap_a),CNN-DDQN+Duel,36,279,20,212,39,0.0,1.2956,5.85,0.276521,2.61057,0.0,0,2.61057,1,inf,inf
