Environment,Algorithm,run_idx,start_x,start_y,goal_x,goal_y,success_rate,avg_path_length,path_time_s,avg_curvature_1_m,planning_time_s,tracking_time_s,num_corners,inference_time_s,max_corner_deg,planning_cost,composite_score
Env. (realmap_a),CNN-DDQN+Duel,0,371,47,69,12,1.0,30.0025,15.75,0.114332,1.86208,0.0,0,1.86208,2,30.934,0.845
Env. (realmap_a),CNN-DDQN+Duel,1,54,14,328,35,1.0,27.2013,14.25,0.116417,1.44981,0.0,0,1.44981,3,27.926,0.392
Env. (realmap_a),CNN-DDQN+Duel,2,62,40,271,15,1.0,20.6962,11.05,0.140845,1.33488,0.0,0,1.33488,3,21.364,0.175
Env. (realmap_a),CNN-DDQN+Duel,3,24,22,333,21,1.0,30.1062,17.75,0.059435,1.51634,0.0,0,1.51634,1,30.864,0.876
Env. (realmap_a),CNN-DDQN+Duel,4,186,17,391,43,1.0,20.1163,10.7,0.126675,0.87964,0.0,0,0.87964,2,20.556,0.145
Env. (realmap_a),CNN-DDQN+Duel,5,380,65,198,33,1.0,18.7406,10.15,0.204428,0.88185,0.0,0,0.88185,3,19.182,0.062
Env. (realmap_a),CNN-DDQN+Duel,6,7,34,180,24,1.0,16.6894,9.0,0.094166,0.80473,0.0,0,0.80473,2,17.092,0.333
Env. (realmap_a),CNN-DDQN+Duel,7,52,55,376,53,0.0,0.6694,5.7,3.614348,1.42102,0.0,1,1.42102,180,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,8,53,52,356,74,0.0,0.39,3.1,5.830294,0.84697,0.0,1,0.84697,180,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,9,351,17,107,42,1.0,24.0225,14.4,0.158055,1.2776,0.0,0,1.2776,2,24.661,0.889
Env. (realmap_a),CNN-DDQN+Duel,10,388,95,151,20,1.0,26.5725,14.1,0.156422,1.1371,0.0,0,1.1371,3,27.141,0.793
Env. (realmap_a),CNN-DDQN+Duel,11,176,39,390,122,1.0,26.6113,14.1,0.196681,1.15481,0.0,0,1.15481,4,27.189,0.889
Env. (realmap_a),CNN-DDQN+Duel,12,375,94,103,45,1.0,31.0012,16.3,0.201232,1.36105,0.0,0,1.36105,5,31.682,0.881
Env. (realmap_a),CNN-DDQN+Duel,13,373,111,152,40,1.0,27.4913,14.65,0.193946,1.21562,0.0,0,1.21562,4,28.099,0.883
Env. (realmap_a),CNN-DDQN+Duel,14,28,16,366,22,1.0,32.9781,18.0,0.07203,1.54823,0.0,0,1.54823,1,33.752,0.774
Env. (realmap_a),CNN-DDQN+Duel,15,389,92,212,28,1.0,20.4044,10.95,0.197955,0.99753,0.0,0,0.99753,3,20.903,0.88
Env. (realmap_a),CNN-DDQN+Duel,16,221,29,26,23,1.0,18.7013,10.05,0.056522,0.85077,0.0,0,0.85077,1,19.127,0.036
Env. (realmap_a),CNN-DDQN+Duel,17,341,25,153,41,1.0,18.5125,10.2,0.180397,0.95385,0.0,0,0.95385,3,18.989,0.044
Env. (realmap_a),CNN-DDQN+Duel,18,379,42,177,26,1.0,19.8,10.6,0.129412,0.90413,0.0,0,0.90413,3,20.252,0.214
Env. (realmap_a),CNN-DDQN+Duel,19,372,80,58,39,1.0,34.2025,17.95,0.20705,1.48105,0.0,0,1.48105,5,34.943,0.889
Env. (realmap_a),CNN-DDQN+Duel,20,375,62,182,16,0.0,10.1181,9.2,0.342668,1.14193,0.0,0,1.14193,5,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,21,35,38,275,34,1.0,24.4,12.9,0.169716,1.09754,0.0,0,1.09754,5,24.949,0.883
Env. (realmap_a),CNN-DDQN+Duel,22,214,44,401,38,0.0,4.755,7.05,0.336288,1.28274,0.0,2,1.28274,180,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,23,72,22,321,20,1.0,24.0425,15.2,0.065437,1.49346,0.0,0,1.49346,1,24.789,0.838
Env. (realmap_a),CNN-DDQN+Duel,24,95,24,283,25,1.0,18.1294,10.05,0.099745,0.74273,0.0,0,0.74273,2,18.501,0.491
Env. (realmap_a),CNN-DDQN+Duel,25,175,44,348,22,1.0,16.9688,9.55,0.110548,0.80937,0.0,0,0.80937,1,17.373,0.867
Env. (realmap_a),CNN-DDQN+Duel,26,18,42,191,9,1.0,17.7862,9.55,0.163982,0.7462,0.0,0,0.7462,3,18.159,0.509
Env. (realmap_a),CNN-DDQN+Duel,27,34,17,360,60,1.0,33.9144,17.6,0.107266,1.23356,0.0,0,1.23356,5,34.531,0.642
Env. (realmap_a),CNN-DDQN+Duel,28,203,30,384,50,1.0,17.595,9.55,0.13686,0.7517,0.0,0,0.7517,2,17.971,0.851
Env. (realmap_a),CNN-DDQN+Duel,29,384,78,74,11,1.0,32.9794,17.35,0.155017,1.25053,0.0,0,1.25053,3,33.605,0.889
Env. (realmap_a),CNN-DDQN+Duel,30,233,42,369,101,1.0,18.06,10.8,0.238853,0.95536,0.0,0,0.95536,4,18.538,0.889
Env. (realmap_a),CNN-DDQN+Duel,31,383,114,33,56,1.0,41.305,21.45,0.190783,1.82784,0.0,0,1.82784,5,42.219,0.889
Env. (realmap_a),CNN-DDQN+Duel,32,332,34,155,27,1.0,17.5225,9.45,0.172929,0.82405,0.0,0,0.82405,5,17.935,0.577
Env. (realmap_a),CNN-DDQN+Duel,33,68,11,357,41,1.0,28.69,15.0,0.110492,1.18391,0.0,0,1.18391,3,29.282,0.846
Env. (realmap_a),CNN-DDQN+Duel,34,345,18,29,31,1.0,31.0556,18.5,0.075523,1.49653,0.0,0,1.49653,3,31.804,0.85
Env. (realmap_a),CNN-DDQN+Duel,35,189,23,361,30,1.0,16.5944,9.75,0.066433,0.90615,0.0,0,0.90615,2,17.047,0.257
Env. (realmap_a),CNN-DDQN+Duel,36,37,37,212,39,1.0,16.7162,9.0,0.128713,0.76968,0.0,0,0.76968,3,17.101,0.333
Env. (realmap_a),CNN-DDQN+Duel,37,378,88,136,17,1.0,27.2031,14.3,0.176844,1.11852,0.0,0,1.11852,3,27.762,0.795
Env. (realmap_a),CNN-DDQN+Duel,38,55,47,278,33,1.0,21.7063,11.6,0.133773,1.14877,0.0,0,1.14877,3,22.281,0.192
Env. (realmap_a),CNN-DDQN+Duel,39,84,41,382,86,1.0,31.655,16.6,0.159722,1.42424,0.0,0,1.42424,5,32.367,0.889
Env. (realmap_a),CNN-DDQN+Duel,40,360,37,143,14,1.0,21.245,11.3,0.115596,0.98791,0.0,0,0.98791,2,21.739,0.156
Env. (realmap_a),CNN-DDQN+Duel,41,81,37,355,23,1.0,27.2188,15.2,0.126869,1.23153,0.0,0,1.23153,2,27.835,0.506
Env. (realmap_a),CNN-DDQN+Duel,42,53,21,283,38,1.0,22.7544,12.05,0.122312,0.92285,0.0,0,0.92285,2,23.216,0.889
Env. (realmap_a),CNN-DDQN+Duel,43,383,49,185,22,1.0,19.5163,10.4,0.123152,0.79213,0.0,0,0.79213,2,19.912,0.0
Env. (realmap_a),CNN-DDQN+Duel,44,390,120,51,63,1.0,40.0112,20.7,0.173308,1.50222,0.0,0,1.50222,5,40.762,0.785
