Environment,Algorithm,run_idx,start_x,start_y,goal_x,goal_y,success_rate,avg_path_length,path_time_s,avg_curvature_1_m,planning_time_s,tracking_time_s,num_corners,inference_time_s,max_corner_deg,planning_cost,composite_score
Env. (realmap_a),CNN-DDQN+Duel,0,221,33,11,43,1.0,20.2931,10.8,0.11495,0.56788,0.0,0,0.56788,3,20.577,0.094
Env. (realmap_a),CNN-DDQN+Duel,1,371,47,69,12,1.0,30.0025,15.75,0.114332,0.5214,0.0,0,0.5214,2,30.263,0.844
Env. (realmap_a),CNN-DDQN+Duel,2,54,14,328,35,1.0,27.2013,14.25,0.116417,0.48213,0.0,0,0.48213,3,27.442,0.866
Env. (realmap_a),CNN-DDQN+Duel,3,62,40,271,15,1.0,20.6962,11.05,0.140845,0.43222,0.0,0,0.43222,3,20.912,0.184
Env. (realmap_a),CNN-DDQN+Duel,4,24,22,333,21,1.0,30.1062,17.75,0.059435,0.61121,0.0,0,0.61121,1,30.412,0.65
Env. (realmap_a),CNN-DDQN+Duel,5,186,17,391,43,1.0,20.1163,10.7,0.126675,0.37238,0.0,0,0.37238,2,20.302,0.107
Env. (realmap_a),CNN-DDQN+Duel,6,380,65,198,33,1.0,18.7406,10.15,0.204428,0.36638,0.0,0,0.36638,3,18.924,0.065
Env. (realmap_a),CNN-DDQN+Duel,7,7,34,180,24,1.0,16.6894,9.0,0.094166,0.32791,0.0,0,0.32791,2,16.853,0.15
Env. (realmap_a),CNN-DDQN+Duel,8,52,55,376,53,0.0,0.6694,5.7,3.614348,0.60978,0.0,1,0.60978,180,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,9,53,52,356,74,0.0,0.39,3.1,5.830294,0.37518,0.0,1,0.37518,180,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,10,351,17,107,42,1.0,24.0225,14.4,0.158055,0.5432,0.0,0,0.5432,2,24.294,0.889
Env. (realmap_a),CNN-DDQN+Duel,11,388,95,151,20,1.0,26.5725,14.1,0.156422,0.47525,0.0,0,0.47525,3,26.81,0.771
Env. (realmap_a),CNN-DDQN+Duel,12,176,39,390,122,1.0,26.6113,14.1,0.196681,0.48113,0.0,0,0.48113,4,26.852,0.889
Env. (realmap_a),CNN-DDQN+Duel,13,375,94,103,45,1.0,31.0012,16.3,0.201232,0.55782,0.0,0,0.55782,5,31.28,0.803
Env. (realmap_a),CNN-DDQN+Duel,14,373,111,152,40,1.0,27.4913,14.65,0.193946,0.5349,0.0,0,0.5349,4,27.759,0.797
Env. (realmap_a),CNN-DDQN+Duel,15,28,16,366,22,1.0,32.9781,18.0,0.07203,0.65123,0.0,0,0.65123,1,33.304,0.633
Env. (realmap_a),CNN-DDQN+Duel,16,389,92,212,28,1.0,20.4044,10.95,0.197955,0.4216,0.0,0,0.4216,3,20.615,0.801
Env. (realmap_a),CNN-DDQN+Duel,17,221,29,26,23,1.0,18.7013,10.05,0.056522,0.37149,0.0,0,0.37149,1,18.887,0.0
Env. (realmap_a),CNN-DDQN+Duel,18,341,25,153,41,1.0,18.5125,10.2,0.180397,0.40307,0.0,0,0.40307,3,18.714,0.079
Env. (realmap_a),CNN-DDQN+Duel,19,379,42,177,26,1.0,19.8,10.6,0.129412,0.39218,0.0,0,0.39218,3,19.996,0.364
Env. (realmap_a),CNN-DDQN+Duel,20,372,80,58,39,1.0,34.2025,17.95,0.20705,0.61764,0.0,0,0.61764,5,34.511,0.889
Env. (realmap_a),CNN-DDQN+Duel,21,375,62,182,16,0.0,10.1181,9.2,0.342668,0.47461,0.0,0,0.47461,5,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,22,35,38,275,34,1.0,24.4,12.9,0.169716,0.44818,0.0,0,0.44818,5,24.624,0.624
