Environment,Algorithm,success_rate,avg_path_length,path_time_s,avg_curvature_1_m,planning_time_s,tracking_time_s,num_corners,inference_time_s,max_corner_deg,planning_cost,composite_score
Env. (realmap_a),CNN-DDQN+Duel,0.92,24.2659,13.1293,0.143049,0.48335,0.0,0,0.48335,3,26.639,0.784
Env. (realmap_a),Expert (CTG),0.98,24.2034,12.9755,0.139968,0.85137,0.0,0,0.85137,3,25.132,0.643
Env. (realmap_a),RRT*,0.66,23.0293,13.1333,0.163199,3.95645,0.95506,0,4.91151,3,38.614,1.444
Env. (realmap_a),LO-HA*,0.56,21.4197,11.9643,0.122581,6.5165,0.53564,0,7.05214,2,44.546,0.198
