Environment,Algorithm,success_rate,avg_path_length,path_time_s,avg_curvature_1_m,planning_time_s,tracking_time_s,num_corners,inference_time_s,max_corner_deg,planning_cost,composite_score
Env. (realmap_a),CNN-DDQN+Duel,0.86,8.4774,4.9791,0.167183,0.90799,0.0,0,0.90799,3,10.385,0.243
Env. (realmap_a),Expert (CTG),0.94,8.4643,4.9245,0.159299,0.99097,0.0,0,0.99097,3,9.532,0.125
Env. (realmap_a),RRT*,0.76,8.341,5.7553,0.189373,2.69156,1.81369,0,4.50525,2,13.939,1.233
Env. (realmap_a),LO-HA*,0.64,7.9098,5.2422,0.143336,5.02538,1.49276,0,6.51814,2,17.451,0.506
