step,x_m,y_m,theta_rad,v_m_s,delta_rad,action,delta_dot_rad_s,a_m_s2,od_m,collision,reached,stuck,reward
0,37.300000000000004,11.100000000000001,-2.8307408502059968,0.0,0.0,-1,0.0,0.0,1.2849157217706373,False,False,False,0.0
1,37.29642972484583,11.098852988525131,-2.830413301576346,0.07500000000000001,0.05235987901687622,34,1.0471975803375244,1.5,1.2860842542432551,False,False,False,-0.1735603042542938
2,37.289289926324585,11.096556626821023,-2.829099498598697,0.15000000000000002,0.10471975803375244,34,1.0471975803375244,1.5,1.2884669054333022,False,False,False,-0.1423796531692247
3,37.278584763234576,11.093098016808849,-2.826129790258597,0.22500000000000003,0.15707963705062866,34,1.0471975803375244,1.5,1.2921204216572373,False,False,False,-0.11239179199182764
4,37.26432497011881,11.0884441689068,-2.8208158760645587,0.30000000000000004,0.20943951606750488,34,1.0471975803375244,1.5,1.297122551207539,False,False,False,-0.08281494506791376
5,37.246531392928254,11.082532222462198,-2.812442463557077,0.37500000000000006,0.2617993950843811,34,1.0471975803375244,1.5,1.303582047290592,False,False,False,-0.053433300770906945
6,37.22523925194833,11.075259345968615,-2.800257974585897,0.45000000000000007,0.3141592741012573,34,1.0471975803375244,1.5,1.3116488764448653,False,False,False,-0.023968529700398117
7,37.200503647845046,11.066472287891784,-2.783463922541126,0.5250000000000001,0.36651915311813354,34,1.0471975803375244,1.5,1.3215246012897999,False,False,False,0.005900196296132615
8,37.172407016308895,11.055956618806,-2.761202487577349,0.6000000000000001,0.41887903213500977,34,1.0471975803375244,1.5,1.333472788500707,False,False,False,0.036519536659117925
9,37.1410694715626,11.04342582516497,-2.7325416810432874,0.675,0.47123889803846897,34,1.0471975803375244,1.5,1.347829100990877,False,False,False,0.06822688410791314
10,37.106663270276925,11.028510621073531,-2.700696340449886,0.75,0.47123889803846897,34,1.0471975803375244,1.5,1.3647461513610324,False,False,False,0.11759890572415299
11,37.06935802738291,11.01090717389354,-2.665666465797144,0.825,0.47123889803846897,19,0.0,1.5,1.3845168905239773,False,False,False,0.1654419890590354
12,37.029358933229325,10.990289888260062,-2.6274520570850615,0.8999999999999999,0.47123889803846897,19,0.0,1.5,1.3736680504050218,False,False,False,0.21591808526844358
13,36.98691154348667,10.966315284946658,-2.586053114313639,0.9749999999999999,0.47123889803846897,19,0.0,1.5,1.3206887327003372,False,False,False,0.26900754538444216
14,36.9423067029631,10.938626691593672,-2.5414696374828765,1.0499999999999998,0.47123889803846897,19,0.0,1.5,1.263314291240183,False,False,False,0.32461190719375776
15,36.89588548210738,10.906859841666984,-2.493701626592774,1.1249999999999998,0.47123889803846897,19,0.0,1.5,1.2024478067299815,False,False,False,0.3825465307083128
16,36.84804398116754,10.870649473154318,-2.442749081643331,1.1999999999999997,0.47123889803846897,19,0.0,1.5,1.1375955482217195,False,False,False,0.4424848294592202
17,36.79923783113973,10.829637008957901,-2.388612002634548,1.2749999999999997,0.47123889803846897,19,0.0,1.5,1.0686307240548472,False,False,False,0.504020106608396
18,36.749986193267794,10.783479385893752,-2.3312903895664245,1.3499999999999996,0.47123889803846897,19,0.0,1.5,0.9965297635927861,False,False,False,0.5666039877988447
19,36.700875030638265,10.73185907782439,-2.273372144599593,1.4249999999999996,0.4537856060262543,14,-0.3490658402442932,1.5,0.9223831316131101,False,False,False,0.6327687783409323
20,36.65241110748494,10.674620557992125,-2.2150836871756856,1.4999999999999996,0.4363323140140396,14,-0.3490658402442932,1.5,0.84558016833767,False,False,False,0.6982867107077346
21,36.6051115882448,10.61165772784884,-2.1566474219893927,1.5749999999999995,0.4188790220018249,14,-0.3490658402442932,1.5,0.7667326760082704,False,False,False,0.7621074279015642
22,36.559496616320466,10.542915278544632,-2.098282134431006,1.6499999999999995,0.40142572998961024,14,-0.3490658402442932,1.5,0.6870978871127764,False,False,False,0.8236783118418646
23,36.51608160218212,10.468388779583746,-2.040203364042702,1.7249999999999994,0.38397243797739555,14,-0.3490658402442932,1.5,0.6077817645580044,False,False,False,0.8825043343571948
24,36.475369423671616,10.38812347873133,-1.982623758263101,1.7999999999999994,0.36651914596518087,14,-0.3490658402442932,1.5,0.5296172951915386,False,False,False,0.9380964149994169
25,36.437842738959944,10.30221183554747,-1.925753408530112,1.8749999999999993,0.3490658539529662,14,-0.3490658402442932,1.5,0.45451296073592007,False,False,False,0.9900485547752196
26,36.4039566019913,10.210789848469185,-1.869800170632238,1.9499999999999993,0.3316125619407515,14,-0.3490658402442932,1.5,0.3792830770953052,False,False,False,1.0380269090404015
27,36.374499762405165,10.115226808534297,-1.8156468870847573,2.0,0.3141592699285368,14,-0.3490658402442932,1.5,0.3048027509647355,False,False,False,1.0657530481303006
28,36.35025862790116,10.018209452365626,-1.764691772583003,2.0,0.29670597791632214,12,-0.3490658402442932,0.0,0.24133027849082955,False,False,False,0.6076801240839063
29,36.330990348236575,9.920083342696653,-1.7169008739491631,2.0,0.27925268590410746,12,-0.3490658402442932,0.0,0.19183185421326743,False,False,False,0.6491312317355976
30,36.31643181850871,9.821148772337436,-1.6753462056401685,2.0,0.24434610187967815,7,-0.6981316804885864,0.0,0.15784492069374367,False,False,False,-1.366563816137981
31,36.305995866900126,9.721694808545019,-1.6399201107018282,2.0,0.20943951785524884,7,-0.6981316804885864,0.0,0.14120096840647045,False,False,False,-2.648855450993366
32,36.299088991864146,9.62193361830935,-1.6105322791004595,2.0,0.17453293383081953,7,-0.6981316804885864,0.0,0.14180559277694282,False,False,False,-8.622340827962889
33,36.295116442233024,9.522012555217387,-1.5841348708183074,2.0,0.15707964181860487,12,-0.3490658402442932,0.0,0.1518447272261111,False,False,False,3.2839322212139517
34,36.29378262738284,9.422021450923328,-1.5607113967283446,2.0,0.13962634980639022,12,-0.3490658402442932,0.0,0.16294847896944842,False,False,False,-0.21567022190454155
35,36.29479110329465,9.32202653617095,-1.5402473015265832,2.0,0.12217305779417556,12,-0.3490658402442932,0.0,0.17553188223349536,False,False,False,-0.27089831440057155
36,36.297845530682615,9.22207319468938,-1.5227299271856227,2.0,0.1047197657819609,12,-0.3490658402442932,0.0,0.1693635473376378,False,False,False,-0.6425250488592354
37,36.30265031999752,9.12218869138862,-1.508148481388714,2.0,0.08726647376974625,12,-0.3490658402442932,0.0,0.1707810365043142,False,False,False,-0.5944630468264296
38,36.3089110073874,9.022384864841708,-1.4964940107756524,2.0,0.0698131817575316,12,-0.3490658402442932,0.0,0.17784399075283175,False,False,False,-0.18562371406179634
39,36.31633440403025,8.922660779574993,-1.487759378858653,2.0,0.05235988974531693,12,-0.3490658402442932,0.0,0.18586820818380745,False,False,False,0.2495464034171967
40,36.324628559597464,8.8230053382613,-1.4819392484919125,2.0,0.03490659773310227,12,-0.3490658402442932,0.0,0.1981821491480189,False,False,False,0.8652445296423058
41,36.33350257907299,8.72339985759709,-1.4790300688030484,2.0,0.01745330572088761,12,-0.3490658402442932,0.0,0.22181151592390358,False,False,False,0.949430020707702
42,36.34266633082919,8.623820614510237,-1.4790300665182696,2.0,1.3708672946810552e-08,12,-0.3490658402442932,0.0,0.25924471799206517,False,False,False,0.9489439728081434
43,36.35183008281291,8.52424137144432,-1.4819392416361836,2.0,-0.017453278303541715,12,-0.3490658402442932,0.0,0.30814545265843263,False,False,False,0.9500989721217964
44,36.360704102971305,8.42463589084095,-1.487759367427794,2.0,-0.03490657031575638,12,-0.3490658402442932,0.0,0.3661672854520662,False,False,False,0.9528591274298018
45,36.36899825967767,8.324980449622066,-1.4964939947626852,2.0,-0.05235986232797104,12,-0.3490658402442932,0.0,0.43125271478891114,False,False,False,0.9571887677040788
46,36.3764216579174,8.225256364474221,-1.5052286220975764,2.0,-0.05235986232797104,17,0.0,0.0,0.501866051442723,False,False,False,0.9627326026708061
47,36.38297373133547,8.125471243669944,-1.5139632494324675,2.0,-0.05235986232797104,17,0.0,0.0,0.5762827147672369,False,False,False,0.9677308084812579
48,36.388653980053036,8.025632700138367,-1.5226978767673587,2.0,-0.05235986232797104,17,0.0,0.0,0.6507127820487311,False,False,False,0.9726542658701987
49,36.39346197070558,7.925748350884417,-1.5314325041022498,2.0,-0.05235986232797104,17,0.0,0.0,0.7240842783963446,False,False,False,0.9774773881305605
50,36.39739733647597,7.825825816407687,-1.540167131437141,2.0,-0.05235986232797104,17,0.0,0.0,0.800654097579127,False,False,False,0.9822116567061498
51,36.400459777122435,7.725872720121044,-1.5489017587720322,2.0,-0.05235986232797104,17,0.0,0.0,0.8799631674434334,False,False,False,0.9868452181104117
52,36.4026490590015,7.625896687769015,-1.5576363861069233,2.0,-0.05235986232797104,17,0.0,0.0,0.9614522788518443,False,False,False,0.9913948240255848
53,36.40396501508576,7.525905346845992,-1.5663710134418145,2.0,-0.05235986232797104,17,0.0,0.0,1.0447330442791702,False,False,False,0.99586897177752
54,36.40440754497669,7.4259063260143074,-1.5751056407767057,2.0,-0.05235986232797104,17,0.0,0.0,1.129510747135288,False,False,False,1.0002400153548705
55,36.40397661491225,7.32590725452222,-1.5838402681115968,2.0,-0.05235986232797104,17,0.0,0.0,1.215546038978771,False,False,False,1.0045189835640058
56,36.402672257769495,7.225915761621853,-1.592574895446488,2.0,-0.05235986232797104,17,0.0,0.0,1.264172989791586,False,False,False,1.0086962710644882
57,36.40049457306203,7.125939475987134,-1.6013095227813792,2.0,-0.05235986232797104,17,0.0,0.0,1.2085113010832276,False,False,False,1.01278763885565
58,36.39744372693247,7.02598602513178,-1.6071296485729896,2.0,-0.03490657031575638,22,0.3490658402442932,0.0,1.1156970871636567,False,False,False,1.015743776036343
59,36.39381119410175,6.926052023384458,-1.6100388236909036,2.0,-0.017453278303541715,22,0.3490658402442932,0.0,1.024219084254543,False,False,False,1.0176558800485112
60,36.3898879515414,6.82612901218177,-1.6129479988088176,2.0,-0.017453278303541715,17,0.0,0.0,0.9337863057279305,False,False,False,1.0194175793764093
61,36.38567403245496,6.726217837201526,-1.6158571739267316,2.0,-0.017453278303541715,17,0.0,0.0,0.8446174954917145,False,False,False,1.0207062895048016
62,36.38116947250607,6.626319344021364,-1.6187663490446456,2.0,-0.017453278303541715,17,0.0,0.0,0.7569938939304557,False,False,False,1.0219898992070005
63,36.376374309818154,6.526434378111592,-1.6187663467598667,2.0,1.3708672946810552e-08,22,0.3490658402442932,0.0,0.6721258621989403,False,False,False,1.0220022008088616
64,36.37157914735845,6.426549412190863,-1.618766344475088,2.0,1.3708672946810552e-08,17,0.0,0.0,0.5899626059235161,False,False,False,1.0224560487803729
65,36.366783985126965,6.326664446259179,-1.6187663421903091,2.0,1.3708672946810552e-08,17,0.0,0.0,0.5112106415629799,False,False,False,1.0224538421998546
66,36.36198882312369,6.226779480316539,-1.6187663399055303,2.0,1.3708672946810552e-08,17,0.0,0.0,0.43679857255992327,False,False,False,1.0224523664750962
67,36.35719366134863,6.126894514362943,-1.6187663376207515,2.0,1.3708672946810552e-08,17,0.0,0.0,0.3679411388046365,False,False,False,1.022451351980027
68,36.35239849980179,6.027009548398391,-1.6216755127386655,2.0,-0.017453278303541715,12,-0.3490658402442932,0.0,0.30492083809480675,False,False,False,1.022818805430535
69,36.34731277609862,5.927138955056732,-1.627495638530276,2.0,-0.03490657031575638,12,-0.3490658402442932,0.0,0.2491319375652814,False,False,False,1.0247588683720446
70,36.34164588239721,5.827299652596343,-1.636230265865167,2.0,-0.05235986232797104,12,-0.3490658402442932,0.0,0.202269667424954,False,False,False,1.0277777661091785
71,36.33510715685698,5.727513656242599,-1.647884731886327,2.0,-0.0698131543401857,12,-0.3490658402442932,0.0,0.16623511596122498,False,False,False,-0.8125717122467139
72,36.327405949200646,5.627810640236893,-1.6624661730787014,2.0,-0.08726644635240036,12,-0.3490658402442932,0.0,0.14260824645879477,False,False,False,-18.16644007085439
73,36.31825179809193,5.528230514119887,-1.6799835427996248,2.0,-0.10471973836461501,12,-0.3490658402442932,0.0,0.12419935463508269,False,False,False,-23.233484449977887
74,36.30735475878623,5.428826014551858,-1.7004476333629377,2.0,-0.12217303037682967,12,-0.3490658402442932,0.0,0.11157455849756137,False,False,False,28.933270803880426
75,36.29442592042363,5.329665310951119,-1.7238711027930862,2.0,-0.13962632238904432,12,-0.3490658402442932,0.0,0.11360607271489143,False,False,False,-5.578999202327268
76,36.279178153338705,5.230834619367361,-1.753258929682824,2.0,-0.17453290641347363,7,-0.6981316804885864,0.0,0.12865859981061245,False,False,False,-16.252486538623373
77,36.261032968894526,5.132494636240014,-1.7886850198451527,2.0,-0.20943949043790294,7,-0.6981316804885864,0.0,0.10992815912686393,False,False,False,-47.78941480289397
78,36.23941609697925,5.034859033877973,-1.833343215306767,2.0,-0.26179936945477916,2,-1.0471975803375244,0.0,0.08835397793626165,False,False,False,-9.456149947051193
79,36.21346199668221,4.938285824975238,-1.887496494900557,2.0,-0.3141592484716554,2,-1.0471975803375244,0.0,0.0738237751123394,False,False,False,36.08382740092027
80,36.182318743046814,4.8432589984839725,-1.9514738311224673,2.0,-0.3665191274885316,2,-1.0471975803375244,0.0,0.07278918193423922,False,False,False,-47.41094404847767
81,36.14516378719223,4.7504176862601355,-2.0154511673443776,2.0,-0.3665191274885316,17,0.0,0.0,0.08431998565891896,False,False,False,-43.58164452728533
82,36.10214915618578,4.660141767436902,-2.079428503566288,2.0,-0.3665191274885316,17,0.0,0.0,0.10892522001952709,False,False,False,39.14870689082389
83,36.0534508531488,4.572800624317987,-2.143405839788198,2.0,-0.3665191274885316,17,0.0,0.0,0.13154631526969796,False,False,False,16.88616074495328
84,35.99926813710405,4.488751630974735,-2.2073831760101084,2.0,-0.3665191274885316,17,0.0,0.0,0.14938299528108767,False,False,False,-3.968866791366088
85,35.93982270766683,4.408338690977344,-2.2713605122320186,2.0,-0.3665191274885316,17,0.0,0.0,0.15975386148501447,False,False,False,11.049456463915929
86,35.87535779791586,4.331890830243377,-2.335337848453929,2.0,-0.3665191274885316,17,0.0,0.0,0.17806160755212475,False,False,False,2.712797375838273
87,35.806137179155655,4.259720850761227,-2.395999551348395,2.0,-0.3490658354763169,22,0.3490658402442932,0.0,0.2058539147293732,False,False,False,0.9827539433672292
88,35.732668612504305,4.191880083414476,-2.453387484209362,2.0,-0.33161254346410224,22,0.3490658402442932,0.0,0.2412666844264415,False,False,False,1.0110353747702256
89,35.65542988764864,4.128364893241807,-2.5075407643522962,2.0,-0.31415925145188756,22,0.3490658402442932,0.0,0.28330791912930664,False,False,False,1.0338685460564399
90,35.57486651439568,4.069123498169569,-2.55849587548677,2.0,-0.2967059594396729,22,0.3490658402442932,0.0,0.2428918039684156,False,False,False,1.051860698540071
91,35.491390361070614,4.014062333760796,-2.6094509866212436,2.0,-0.2967059594396729,17,0.0,0.0,0.21358641128413947,False,False,False,1.0641912048457134
92,35.40521812021561,3.9633243311786455,-2.6572418819224413,2.0,-0.2792526674274582,22,0.3490658402442932,0.0,0.20327642690235714,False,False,False,1.0743006618950919
93,35.31672037638371,3.916760940659239,-2.705032777223639,2.0,-0.2792526674274582,17,0.0,0.0,0.2140255105015837,False,False,False,1.0798797945353393
94,35.226099217270104,3.874478491334406,-2.7496909737499875,2.0,-0.2617993754152435,22,0.3490658402442932,0.0,0.24355174228051069,False,False,False,1.083662998144459
