step,x_m,y_m,theta_rad,v_m_s,delta_rad,action,delta_dot_rad_s,a_m_s2,od_m,collision,reached,stuck,reward
0,37.5,9.4,-2.963357275362408,0.0,0.0,-1,0.0,0.0,0.8579269807892491,False,False,False,0.0
1,37.49630940719881,9.399335150561551,-2.963029726732757,0.07500000000000001,0.05235987901687622,34,1.0471975803375244,1.5,0.854155443555167,False,False,False,-0.17872413865236936
2,37.48892865753342,9.398003034058796,-2.961715923755108,0.15000000000000002,0.10471975803375244,34,1.0471975803375244,1.5,0.8466046970992394,False,False,False,-0.15265815811631997
3,37.47786016779734,9.39599031575702,-2.958746215415008,0.22500000000000003,0.15707963705062866,34,1.0471975803375244,1.5,0.8353078686307611,False,False,False,-0.12772313579562172
4,37.46311021612915,9.393262876337687,-2.95343230122097,0.30000000000000004,0.20943951606750488,34,1.0471975803375244,1.5,0.8205963254293209,False,False,False,-0.10311443869011783
5,37.444691153497146,9.389755650687949,-2.945058888713488,0.37500000000000006,0.2617993950843811,34,1.0471975803375244,1.5,0.802280394577487,False,False,False,-0.07857931793813759
6,37.42262429371985,9.385362053122282,-2.932874399742308,0.45000000000000007,0.3141592741012573,34,1.0471975803375244,1.5,0.7804228572908292,False,False,False,-0.05378225192026856
7,37.39694398949155,9.379922891905524,-2.916080347697537,0.5250000000000001,0.36651915311813354,34,1.0471975803375244,1.5,0.7551594773935657,False,False,False,-0.028334429135546818
8,37.36770359907808,9.373214720137621,-2.89381891273376,0.6000000000000001,0.41887903213500977,34,1.0471975803375244,1.5,0.7266187929444512,False,False,False,-0.0017965765832415811
9,37.334984296892216,9.364937657586783,-2.8651581061996985,0.675,0.47123889803846897,34,1.0471975803375244,1.5,0.695047848074305,False,False,False,0.026296032757185638
10,37.298907997123,9.354702883775799,-2.833312765606297,0.75,0.47123889803846897,19,0.0,1.5,0.6610267893859154,False,False,False,0.07231830107227422
11,37.25960265017215,9.342186806072581,-2.798282890953555,0.825,0.47123889803846897,19,0.0,1.5,0.6263934600022174,False,False,False,0.11728013360897405
12,37.21722859184,9.327039556141873,-2.7600684822414725,0.8999999999999999,0.47123889803846897,19,0.0,1.5,0.5896497749148137,False,False,False,0.16540250924561162
13,37.17198380406574,9.308888201391818,-2.71866953947005,0.9749999999999999,0.47123889803846897,19,0.0,1.5,0.551579387524124,False,False,False,0.21675689884921423
14,37.124109415754695,9.287340743447938,-2.6740860626392875,1.0499999999999998,0.47123889803846897,19,0.0,1.5,0.5138993441727643,False,False,False,0.27133365823911715
15,37.07389533627479,9.261991015205105,-2.626318051749185,1.1249999999999998,0.47123889803846897,19,0.0,1.5,0.47565258881198835,False,False,False,0.3290125553937763
