Environment,Algorithm,success_rate,avg_path_length,path_time_s,avg_curvature_1_m,planning_time_s,tracking_time_s,num_corners,inference_time_s,max_corner_deg,planning_cost,composite_score
Env. (realmap_a),CNN-DDQN+Duel,0.9,8.9103,5.2333,0.163312,0.28102,0.0,0,0.28102,3,10.057,0.329
Env. (realmap_a),Expert (CTG),0.92,8.7879,5.1033,0.150693,0.3743,0.0,0,0.3743,3,9.756,0.033
Env. (realmap_a),RRT*,0.8,8.6877,5.9438,0.171744,2.00252,0.48542,0,2.48794,2,12.415,1.2
Env. (realmap_a),LO-HA*,0.88,8.6796,5.6284,0.148875,2.97227,0.48855,0,3.46083,2,11.83,0.521
