step,x_m,y_m,theta_rad,v_m_s,delta_rad,delta_dot_rad_s,a_m_s2,od_m,collision,reached,stuck
0,37.300000000000004,11.100000000000001,-2.8307408502059968,0.0,0.0,0.0,0.0,1.2849157217706373,False,False,False
1,37.29704155628908,11.09904954975803,-2.8305194186166003,0.06214738885317431,0.04273006017274205,0.8546012034548409,1.242947777063486,1.2858807216955648,False,False,False
2,37.291527197812876,11.097276621351192,-2.829732562984254,0.11584718302980601,0.08132646065136734,0.7719280095725056,1.0739958835326342,1.2877053377974073,False,False,False
3,37.28383108764817,11.094795551786913,-2.8281404153312484,0.16172299508745686,0.11759381353145679,0.7253470576017889,0.9175162411530171,1.2902909494688481,False,False,False
4,37.274244334713735,11.091688118892307,-2.825608232843001,0.20155591881190957,0.14963129522488514,0.640749633868567,0.7966584744890541,1.2935645337532562,False,False,False
5,37.26318024703406,11.088070840029257,-2.821979196042541,0.23280785429765988,0.18492038761727175,0.7057818478477322,0.6250387097150063,1.2974196918987668,False,False,False
6,37.251102729994415,11.084073659337372,-2.8170976904163627,0.254435745386934,0.22628430511059966,0.8272783498665583,0.4325578217854824,1.3017363955793408,False,False,False
7,37.237445198628535,11.079479464145273,-2.8104584279231606,0.28819076492706663,0.2697163845980838,0.8686415897496826,0.6751003908026529,1.3067643231545896,False,False,False
8,37.222472405683874,11.074331927870753,-2.801961205429526,0.3166585910794741,0.31152356309012796,0.8361435698408832,0.5693565230481488,1.3124655213278182,False,False,False
9,37.20709013468558,11.068897029065036,-2.7925802571641594,0.326283549136925,0.33222328652001587,0.41399446859775835,0.19249916114901744,1.3185097336832494,False,False,False
10,37.19091807548359,11.063011859849363,-2.7814108039290657,0.34419222276507905,0.37134776187714913,0.7824895071426652,0.35817347256308185,1.3251176691192121,False,False,False
11,37.174209358153654,11.056719181798654,-2.768006326219102,0.35708768215188863,0.4232364320845923,1.0377734041488627,0.2579091877361912,1.332273723886022,False,False,False
12,37.15654437230786,11.049794599679437,-2.753055830245439,0.379474142706917,0.4416315088697946,0.3679015357040465,0.4477292111005675,1.3401559162044858,False,False,False
13,37.138796815231366,11.042529716378738,-2.7368458072290816,0.3835384265266631,0.4693694083424915,0.5547579894539385,0.08128567639492257,1.3484524757073686,False,False,False
14,37.120598266850536,11.034733460478375,-2.720032994985709,0.39596402323114327,0.47123889803846897,0.9411350941132743,0.24851193408960315,1.3573112267060696,False,False,False
15,37.10222202715647,11.026492735968311,-2.702930427404293,0.4027881456767853,0.47123889803846897,0.44306552427569645,0.13648244891284067,1.3666245419790757,False,False,False
16,37.08383085519762,11.017864567584452,-2.6856791363601165,0.4062907804419332,0.47123889803846897,0.11057956292263538,0.07005269530295744,1.376325879198196,False,False,False
17,37.06504613046811,11.008653112730325,-2.6679122538632916,0.4184336428601296,0.47123889803846897,0.2497707677965384,0.2428572483639284,1.3866331214235033,False,False,False
18,37.046097745293764,10.998940082546934,-2.6498301962815867,0.4258564340520323,0.47123889803846897,0.8007496840545525,0.14845582383805378,1.3955973585176626,False,False,False
19,37.02402244711026,10.987115357225058,-2.628563604640542,0.5008564340520323,0.47123889803846897,0.0,1.5,1.3684381386519968,False,False,False
20,36.99893636163782,10.972983305099937,-2.6041124789401566,0.5758564340520322,0.47123889803846897,0.0,1.5,1.3369551563397952,False,False,False
21,36.97098202931037,10.956322256258586,-2.5764768191804315,0.6508564340520322,0.47123889803846897,0.0,1.5,1.3015019929790268,False,False,False
22,36.94033177689416,10.936886955027074,-2.545656625361366,0.7258564340520322,0.47123889803846897,0.0,1.5,1.2616190717495606,False,False,False
23,36.9071913972831,10.914411572735757,-2.5116518974829605,0.8008564340520321,0.47123889803846897,0.0,1.5,1.2181553832545047,False,False,False
24,36.871804064232,10.888613357832272,-2.4744626355452146,0.8758564340520321,0.47123889803846897,0.0,1.5,1.1708808276011622,False,False,False
25,36.83445439241304,10.859197003359608,-2.434088839548129,0.950856434052032,0.47123889803846897,0.0,1.5,1.1191373135814993,False,False,False
26,36.795472534732355,10.825859811966549,-2.3905305094917026,1.025856434052032,0.47123889803846897,0.0,1.5,1.0635967851244823,False,False,False
27,36.75523818841642,10.788297735379729,-2.3437876453759365,1.100856434052032,0.47123889803846897,0.0,1.5,1.0047339900826335,False,False,False
28,36.714184359192856,10.746212357992372,-2.29386024720083,1.1758564340520319,0.47123889803846897,0.0,1.5,0.943083145160954,False,False,False
29,36.6728007093212,10.699318882222029,-2.2407483149663836,1.2508564340520318,0.47123889803846897,0.0,1.5,0.8781098935419582,False,False,False
30,36.631636290828844,10.64735515584026,-2.184451848672597,1.3258564340520318,0.47123889803846897,0.0,1.5,0.8108570633359597,False,False,False
31,36.59130144083014,10.59009175786525,-2.1249708483194696,1.4008564340520318,0.47123889803846897,0.0,1.5,0.7424318386690096,False,False,False
32,36.55260307377673,10.52756043312702,-2.06444576327293,1.4707454145593464,0.45870097456756187,-0.2507584694181425,1.3977796101462943,0.6737410808488646,False,False,False
33,36.516258548120746,10.460016226977709,-2.003833879196508,1.5340331586376017,0.4427443584971116,-0.3191323214090055,1.2657548815651056,0.6065643633274262,False,False,False
34,36.48251088380434,10.387017149581762,-1.9447864153349181,1.6084489606416048,0.4149505861343612,-0.5558754472550076,1.4883160400800635,0.5409595620056425,False,False,False
35,36.451870554655095,10.30894478958562,-1.8889222889368606,1.6773935931368082,0.3802041884978309,-0.6949279527306058,1.3788926499040683,0.47847997191528646,False,False,False
36,36.42452701282141,10.225912172362854,-1.8355206998057076,1.748380370843009,0.35131686226958186,-0.57774652456498,1.4197355541240144,0.41234657611655257,False,False,False
37,36.40072181152543,10.138098178972896,-1.7860048340927,1.8196686559737794,0.31562205241567454,-0.7138961970781471,1.4257657026154087,0.3486848965967061,False,False,False
38,36.380858470848786,10.047229397875572,-1.741485409594327,1.8602889755035386,0.27965189704457327,-0.7194031074220251,0.8124063905951826,0.29187718918607386,False,False,False
39,36.36466059810651,9.953255846506107,-1.7008781829441724,1.9071863504507836,0.25014869625013897,-0.5900640158886856,0.9379474989448995,0.24445750368701502,False,False,False
40,36.352084292195215,9.857121840116228,-1.6649772716941322,1.939062727705686,0.21862378495068452,-0.6304982259890892,0.6375275450980489,0.2092140727243348,False,False,False
41,36.34287124999458,9.759588458609949,-1.6334980724705834,1.9593509797522426,0.19045685459436543,-0.5633386071263817,0.4057650409311342,0.1886449293514485,False,False,False
42,36.33663157421079,9.660205316100015,-1.606944760880145,1.9915765181419938,0.15864914054280935,-0.6361542810311216,0.6445107677950226,0.18363732066593919,False,False,False
43,36.33301751800907,9.560270644450128,-1.584533015347648,2.0,0.13366864257231395,-0.4996099594099077,0.4183457592263593,0.18953440128433874,False,False,False
44,36.3316438923545,9.460280079132389,-1.566266979935311,2.0,0.10916054917707393,-0.4901618679048002,0.21519231098512082,0.19785979983723156,False,False,False
45,36.3320968254918,9.360281104879784,-1.551801725018531,2.0,0.08657458232286651,-0.45171933708414846,0.18566070379433697,0.2059931821566665,False,False,False
46,36.33399617145224,9.260299144082236,-1.5408608102883796,2.0,0.06555143541725103,-0.4204629381123094,0.14825469755187481,0.20704580550923857,False,False,False
47,36.33698927601845,9.160343947493686,-1.5331524727070034,2.0,0.046217090479943435,-0.3866868987461518,0.452546082103924,0.20339691908611335,False,False,False
48,36.340752772430385,9.0604147921147,-1.5282966250134018,2.0,0.029126846553582653,-0.34180487852721564,0.02928584255527822,0.2074951982246933,False,False,False
49,36.345001463323925,8.960505089754564,-1.5252843655947246,2.0,0.018071588967838913,-0.22110515171487477,0.17582904932747678,0.21195153213021412,False,False,False
50,36.34955108842861,8.860608638809564,-1.5245444951545863,2.0,0.00443919348036804,-0.27264790974941744,0.007869760965982131,0.21718923497290543,False,False,False
51,36.354174622712435,8.760715581339456,-1.526099905075291,2.0,-0.009332188602151762,-0.275427641650396,0.5908066090885402,0.23050751764794897,False,False,False
52,36.358642776813454,8.660815453216767,-1.529262278710063,2.0,-0.018971965253150008,-0.19279553301996488,0.1907522676473996,0.2579177782401262,False,False,False
53,36.362794987567646,8.560901694675449,-1.533589674642174,2.0,-0.025958543334021533,-0.1397315616174305,1.0318926799865076,0.2977032053229457,False,False,False
54,36.366514794401176,8.460970903439108,-1.5389286871886934,2.0,-0.03202312442394641,-0.12129162179849762,0.16456159905558954,0.34787185647799457,False,False,False
55,36.36970101900471,8.361021676464729,-1.5452299312893745,2.0,-0.0377894659861175,-0.1153268312434218,0.415280553935629,0.4064831088179992,False,False,False
56,36.372257380043806,8.261054356713533,-1.551360909206288,2.0,-0.03676928808134442,0.02040355809546157,0.4810786172397714,0.47188702888453404,False,False,False
57,36.374200799447536,8.161073242891865,-1.5579605992636596,2.0,-0.039577462998251316,-0.05616349833813794,0.3804707141183332,0.5425078396601991,False,False,False
58,36.37548433695492,8.061081480573826,-1.56491888410733,2.0,-0.04172547728645361,-0.04296028576404587,0.22834162595974172,0.6147112382550854,False,False,False
