step,x_m,y_m,theta_rad,v_m_s,delta_rad,delta_dot_rad_s,a_m_s2,od_m,collision,reached,stuck
0,24.6,3.8000000000000003,-2.9543387338563103,0.0,0.0,0.0,0.0,0.576655969065178,False,False,False
1,24.5969342734089,3.799419125488002,-2.9545972164304892,0.06240543159079286,-0.04966299075219048,-0.9932598150438096,1.2481086318158572,0.5772193197610527,False,False,False
2,24.591073182850327,3.798310172367883,-2.9555990543767656,0.11930156672636388,-0.10043127313893953,-1.0153656477349808,1.1379227027114203,0.57826034495625,False,False,False
3,24.583024617586425,3.7967956864877985,-2.9575981429393834,0.16379630067649198,-0.1454228117752316,-0.8998307727258411,0.8898946790025617,0.5796392476502923,False,False,False
4,24.57313819618076,3.7949558300545476,-2.960954209381282,0.20112324570305068,-0.19762573800520183,-1.044058524599405,0.7465389005311742,0.5812513739303131,False,False,False
5,24.561724366656914,3.7928713316055753,-2.9654324239587595,0.2320522684079701,-0.22756812086360503,-0.5988476571680639,0.6185804540983888,0.5833360113929376,False,False,False
6,24.548923020179952,3.7905926232781977,-2.97157076990654,0.2600515204835036,-0.27602186411621105,-0.9690748650521205,0.5599850415106702,0.5858268435926286,False,False,False
7,24.534556200108103,3.7881261369357184,-2.979726305757616,0.29154009937196357,-0.32386800045453235,-0.9569227267664255,0.6297715777691995,0.5884428645748974,False,False,False
8,24.518728687921584,3.7855415834338144,-2.989582929421848,0.3207429243606881,-0.35329517010449124,-0.5885433929991776,0.5840564997744906,0.5911295686874753,False,False,False
9,24.501804196192285,3.7829488955755988,-3.001640847642888,0.34243857879929207,-0.39978769279908033,-0.9298504538917819,0.4339130887720799,0.5937247900723674,False,False,False
10,24.4840375150693,3.7804460544505747,-3.0148042930128347,0.35884212228941537,-0.41467218668730055,-0.29768987776440425,0.3280708698024657,0.5961919248780077,False,False,False
11,24.462577534078267,3.777710504658989,-3.029602026803126,0.43267263227417274,-0.38944744694019606,0.5044947949420893,1.476610199695148,0.5995274953985561,False,False,False
12,24.437754203322807,3.7749188436070176,-3.045992216853407,0.49959628550424173,-0.37504836159080307,0.2879817069878601,1.3384730646013798,0.5859840075913791,False,False,False
13,24.409192925383334,3.7721800241119885,-3.063652940807649,0.5738458781805919,-0.3537754243902834,0.4254587440103934,1.4849918535270024,0.5677907482978293,False,False,False
14,24.377073846506132,3.7696715910297702,-3.082227818501014,0.6443376333717884,-0.33304829458790935,0.4145425960474818,1.40983510382393,0.5475122275407602,False,False,False
15,24.341385590145475,3.767550471252151,-3.101439895140369,0.7150246964056415,-0.31190504401142444,0.4228650115296979,1.4137412606770616,0.5253933675930357,False,False,False
16,24.302330716170086,3.765981467034616,-3.1206521376409544,0.7817275626375392,-0.286789537471875,0.5023101307909887,1.3340573246379548,0.5029547954080675,False,False,False
17,24.25953340237223,3.765085138183678,-3.138914759088835,0.8561339787021883,-0.25059704727953885,0.7238498038467236,1.488128321292984,0.47905022915006246,False,False,False
