Environment,Algorithm name,Run index,Start x,Start y,Goal x,Goal y,Success rate,Average path length (m),Path time (s),Average curvature (1/m),Planning time (s),Tracking time (s),Number of path corners,Compute time (s),Max corner degree (°),Planning cost (m),Composite score
Env. (realmap_a),CNN-DDQN+Duel,0,388,95,151,20,1.0,26.5725,14.1,0.156422,0.87118,0.0,0,0.87118,3,27.008,0.802
Env. (realmap_a),CNN-DDQN+Duel,1,176,39,390,122,1.0,26.6113,14.1,0.196681,0.57527,0.0,0,0.57527,4,26.899,0.594
Env. (realmap_a),CNN-DDQN+Duel,2,375,94,103,45,1.0,31.0012,16.3,0.201232,0.64469,0.0,0,0.64469,5,31.324,0.79
Env. (realmap_a),CNN-DDQN+Duel,3,373,111,152,40,1.0,27.4913,14.65,0.193946,0.58326,0.0,0,0.58326,4,27.783,0.762
Env. (realmap_a),CNN-DDQN+Duel,4,28,16,366,22,1.0,32.9781,18.0,0.07203,0.70299,0.0,0,0.70299,1,33.33,0.537
Env. (realmap_a),RRT*,0,388,95,151,20,1.0,26.9179,15.05,0.185003,4.60867,1.40284,0,6.01152,3,29.924,0.934
Env. (realmap_a),RRT*,1,176,39,390,122,0.0,37.1534,30.0,0.168583,2.61417,2.60351,8,5.21768,180,inf,inf
Env. (realmap_a),RRT*,2,375,94,103,45,1.0,31.7668,17.45,0.247845,5.80661,1.5032,0,7.30981,4,35.422,0.95
Env. (realmap_a),RRT*,3,373,111,152,40,1.0,27.9484,15.8,0.262091,2.2342,1.35211,0,3.5863,4,29.742,0.908
Env. (realmap_a),RRT*,4,28,16,366,22,1.0,33.0407,18.1,0.091618,3.35617,1.55211,0,4.90828,1,35.495,0.994
Env. (realmap_a),LO-HA*,0,388,95,151,20,0.0,0.0,0.0,0.0,10.07037,0.0,0,10.07037,0,inf,inf
Env. (realmap_a),LO-HA*,1,176,39,390,122,0.0,0.0,0.0,0.0,10.02427,0.0,0,10.02427,0,inf,inf
Env. (realmap_a),LO-HA*,2,375,94,103,45,0.0,0.0,0.0,0.0,10.02771,0.0,0,10.02771,0,inf,inf
Env. (realmap_a),LO-HA*,3,373,111,152,40,0.0,0.0,0.0,0.0,10.02861,0.0,0,10.02861,0,inf,inf
Env. (realmap_a),LO-HA*,4,28,16,366,22,1.0,32.92,17.75,0.057877,3.50102,1.42546,0,4.92648,1,35.383,0.111
