Environment,Algorithm name,Run index,Start x,Start y,Goal x,Goal y,Success rate,Average path length (m),Path time (s),Average curvature (1/m),Planning time (s),Tracking time (s),Number of path corners,Compute time (s),Max corner degree (°),Planning cost (m),Composite score
Env. (realmap_a),CNN-DDQN+Duel,0,356,74,332,18,0.0,0.7369,2.3,0.135824,0.63058,0.0,0,0.63058,1,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,1,295,21,215,22,1.0,7.9575,4.65,0.168291,0.35436,0.0,0,0.35436,2,8.135,0.0
Env. (realmap_a),CNN-DDQN+Duel,2,103,36,195,23,1.0,9.345,5.6,0.202716,0.34367,0.0,0,0.34367,3,9.517,0.0
Env. (realmap_a),CNN-DDQN+Duel,3,378,39,317,27,0.0,5.3413,5.7,0.252887,0.57674,0.0,0,0.57674,3,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,4,250,42,380,40,0.0,14.4187,9.4,0.315558,0.66449,0.0,1,0.66449,180,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,5,33,26,136,27,1.0,10.7962,6.15,0.262391,0.265,0.0,0,0.265,5,10.929,0.0
Env. (realmap_a),CNN-DDQN+Duel,6,140,32,26,25,0.0,6.0656,5.15,0.402044,0.45443,0.0,0,0.45443,4,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,7,143,36,28,48,0.0,9.3956,7.75,0.157606,0.64002,0.0,0,0.64002,2,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,8,158,30,32,46,0.0,13.8806,11.3,0.200977,0.80546,0.0,0,0.80546,3,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,9,49,38,177,21,1.0,17.3431,9.5,0.379392,0.48914,0.0,0,0.48914,5,17.588,0.0
Env. (realmap_a),CNN-DDQN+Duel,10,350,19,230,14,0.0,12.3938,9.85,0.097143,0.65113,0.0,0,0.65113,1,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,11,236,15,121,42,0.0,7.5306,5.9,0.336574,0.4694,0.0,1,0.4694,180,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,12,383,40,258,20,0.0,13.4556,8.9,0.205198,0.56564,0.0,1,0.56564,180,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,13,108,36,51,62,0.0,5.76,8.0,0.379792,0.7665,0.0,0,0.7665,5,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,14,131,27,210,28,0.0,9.0188,6.7,0.296455,0.52868,0.0,0,0.52868,4,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,15,336,20,217,26,1.0,12.2775,11.2,0.148431,0.69718,0.0,0,0.69718,4,12.626,0.0
Env. (realmap_a),CNN-DDQN+Duel,16,388,103,373,38,1.0,6.4162,3.85,0.006399,0.18447,0.0,0,0.18447,0,6.508,0.0
Env. (realmap_a),CNN-DDQN+Duel,17,66,42,179,14,0.0,11.6056,8.0,0.394523,0.53879,0.0,1,0.53879,180,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,18,291,37,183,40,0.0,1.1925,2.75,0.537306,0.36496,0.0,0,0.36496,2,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,19,158,40,96,16,0.0,3.2325,5.35,0.250948,0.51114,0.0,0,0.51114,1,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,20,182,17,249,24,0.0,7.2131,5.8,0.211966,0.43054,0.0,0,0.43054,2,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,21,90,39,10,44,1.0,7.875,4.7,0.108975,0.22592,0.0,0,0.22592,2,7.988,0.0
Env. (realmap_a),CNN-DDQN+Duel,22,100,32,221,33,0.0,17.6731,16.1,0.620272,1.36867,0.0,4,1.36867,180,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,23,153,38,257,16,0.0,11.2856,7.85,0.200835,0.53935,0.0,0,0.53935,2,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,24,177,44,83,40,1.0,9.6106,6.1,0.291981,0.34572,0.0,0,0.34572,3,9.783,0.0
Env. (realmap_a),CNN-DDQN+Duel,25,26,25,98,39,1.0,8.3675,4.85,0.38283,0.23724,0.0,0,0.23724,5,8.486,0.0
Env. (realmap_a),CNN-DDQN+Duel,26,163,45,113,24,0.0,8.7231,9.3,0.529721,0.80378,0.0,2,0.80378,180,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,27,195,11,78,16,0.0,7.3237,7.9,0.196674,0.59198,0.0,0,0.59198,2,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,28,275,24,167,51,0.0,7.7662,8.35,0.62967,0.74682,0.0,1,0.74682,180,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,29,123,23,57,22,1.0,6.5475,4.0,0.19647,0.19454,0.0,0,0.19454,2,6.645,0.0
Env. (realmap_a),CNN-DDQN+Duel,30,144,30,33,24,0.0,11.1325,7.75,0.373677,0.50562,0.0,1,0.50562,180,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,31,301,40,196,19,0.0,2.2969,5.75,0.159007,0.61372,0.0,0,0.61372,1,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,32,372,40,275,19,0.0,8.0956,6.2,0.273568,0.53199,0.0,1,0.53199,180,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,33,275,21,215,41,1.0,6.4331,3.95,0.383675,0.19882,0.0,0,0.19882,3,6.533,0.0
