Environment,Algorithm,success_rate,avg_path_length,path_time_s,avg_curvature_1_m,planning_time_s,tracking_time_s,num_corners,inference_time_s,max_corner_deg,planning_cost,composite_score
Env. (realmap_a),CNN-DDQN+Duel,0.88,8.5831,5.0364,0.161329,0.89346,0.0,0,0.89346,3,10.261,0.436
Env. (realmap_a),Expert (CTG),0.94,8.5011,4.9585,0.157209,0.98763,0.0,0,0.98763,3,9.569,0.303
Env. (realmap_a),RRT*,0.7,8.4403,5.8143,0.159345,3.49522,1.81164,0,5.30686,2,15.848,1.331
Env. (realmap_a),LO-HA*,0.6,8.2815,5.4017,0.134311,5.21164,1.13632,0,6.34796,2,19.093,0.665
