Environment,Algorithm,run_idx,start_x,start_y,goal_x,goal_y,success_rate,avg_path_length,path_time_s,avg_curvature_1_m,planning_time_s,tracking_time_s,num_corners,inference_time_s,max_corner_deg,planning_cost,composite_score
Env. (realmap_a),CNN-DDQN+Duel,0,246,38,151,20,1.0,8.9031,5.2,0.168538,0.51334,0.0,0,0.51334,1,9.16,0.055
Env. (realmap_a),CNN-DDQN+Duel,1,369,55,390,122,1.0,6.0863,3.7,0.008627,0.17357,0.0,0,0.17357,0,6.173,0.028
Env. (realmap_a),CNN-DDQN+Duel,2,234,40,103,45,1.0,12.3469,6.85,0.131439,0.27159,0.0,0,0.27159,2,12.483,0.0
Env. (realmap_a),CNN-DDQN+Duel,3,65,43,152,40,1.0,7.875,4.6,0.123669,0.20186,0.0,0,0.20186,4,7.976,0.18
Env. (realmap_a),CNN-DDQN+Duel,4,274,22,366,22,1.0,8.29,6.5,0.102173,0.29507,0.0,0,0.29507,1,8.438,0.702
Env. (realmap_a),RRT*,0,246,38,151,20,1.0,8.814,5.75,0.193265,1.17613,0.47597,0,1.6521,2,9.64,0.91
Env. (realmap_a),RRT*,1,369,55,390,122,1.0,6.2693,4.7,0.245717,0.04233,0.40168,0,0.44401,3,6.491,0.862
Env. (realmap_a),RRT*,2,234,40,103,45,1.0,12.548,7.7,0.204086,0.65585,0.64425,0,1.30009,3,13.198,0.903
Env. (realmap_a),RRT*,3,65,43,152,40,1.0,7.8809,5.55,0.129162,0.88173,0.47409,0,1.35582,1,8.559,1.0
Env. (realmap_a),RRT*,4,274,22,366,22,1.0,8.2722,6.1,0.151156,3.3357,0.51373,0,3.84943,1,10.197,0.807
Env. (realmap_a),LO-HA*,0,246,38,151,20,1.0,8.8478,5.5,0.163629,3.92886,0.44118,0,4.37004,2,11.033,0.414
Env. (realmap_a),LO-HA*,1,369,55,390,122,1.0,6.3139,4.75,0.204614,0.56982,0.39916,0,0.96898,3,6.798,0.942
Env. (realmap_a),LO-HA*,2,234,40,103,45,1.0,12.4898,7.3,0.161413,3.33222,0.59549,0,3.92772,2,14.454,0.543
Env. (realmap_a),LO-HA*,3,65,43,152,40,1.0,7.8298,5.0,0.117202,0.44945,0.38717,0,0.83662,2,8.248,0.274
Env. (realmap_a),LO-HA*,4,274,22,366,22,1.0,8.2587,5.35,0.065663,0.16806,0.42345,0,0.59151,1,8.554,0.0
