Environment,Algorithm name,Success rate,Average path length (m),Path time (s),Average curvature (1/m),Planning time (s),Tracking time (s),Number of path corners,Compute time (s),Max corner degree (掳),Planning cost (m),Composite score
Env. (realmap_a),CNN-DDQN+Duel,1.0,8.7003,5.37,0.106889,0.29109,0.0,0,0.29109,2,8.846,0.0
Env. (realmap_a),RRT*,1.0,8.7569,5.96,0.184677,1.21835,0.50194,0,1.72029,2,9.617,0.963
Env. (realmap_a),LO-HA*,1.0,8.748,5.58,0.142504,1.68968,0.44929,0,2.13897,2,9.817,0.461
