Environment,Algorithm name,Success rate,Average path length (m),Path time (s),Average curvature (1/m),Planning time (s),Tracking time (s),Number of path corners,Compute time (s),Max corner degree (掳),Planning cost (m),Composite score
Env. (realmap_a),CNN-DDQN+Duel,1.0,27.6972,14.8,0.172369,0.74643,0.0,0,0.74643,3,28.07,0.256
Env. (realmap_a),RRT*,0.8,28.4108,15.9375,0.207125,3.72456,1.61083,0,5.33539,3,38.848,0.736
Env. (realmap_a),LO-HA*,0.2,32.92,17.75,0.057877,8.7699,0.28969,0,9.05959,1,187.249,3.333
