step,x_m,y_m,theta_rad,v_m_s,delta_rad,action,delta_dot_rad_s,a_m_s2,od_m,collision,reached,stuck,reward
0,37.2,8.0,-3.0117539693959205,0.0,0.0,-1,0.0,0.0,0.8693671298881753,False,False,False,0.0
1,37.19628156452682,7.999514471801272,-3.01142642076627,0.07500000000000001,0.05235987901687622,34,1.0471975803375244,1.5,0.867073742609928,False,False,False,-0.18073143497286892
2,37.18884501204758,7.998540979519064,-3.0101126177886206,0.15000000000000002,0.10471975803375244,34,1.0471975803375244,1.5,0.8627578900387585,False,False,False,-0.1566569144965044
3,37.17769211142081,7.997066087113025,-3.007142909448521,0.22500000000000003,0.15707963705062866,34,1.0471975803375244,1.5,0.8567166775457578,False,False,False,-0.13369328488683357
4,37.16282748281639,7.995055411492081,-3.0018289952544825,0.30000000000000004,0.20943951606750488,34,1.0471975803375244,1.5,0.8492923912427568,False,False,False,-0.11102430679287523
5,37.14426031503372,7.992443366214852,-2.993455582747001,0.37500000000000006,0.2617993950843811,34,1.0471975803375244,1.5,0.8408944493843058,False,False,False,-0.08838368216524554
6,37.12200674055382,7.989122459280357,-2.981271093775821,0.45000000000000007,0.3141592741012573,34,1.0471975803375244,1.5,0.8321107514160491,False,False,False,-0.0654312869582733
7,37.09609337050123,7.984932023441776,-2.9644770417310498,0.5250000000000001,0.36651915311813354,34,1.0471975803375244,1.5,0.8245161173469748,False,False,False,-0.04174803564088511
8,37.06656269079482,7.97964629207542,-2.942215606767273,0.6000000000000001,0.41887903213500977,34,1.0471975803375244,1.5,0.8175776280313594,False,False,False,-0.016863981471426946
9,37.03348127325403,7.9729618090369,-2.9135548002332112,0.675,0.47123889803846897,34,1.0471975803375244,1.5,0.8117207652818559,False,False,False,0.009716778209051834
10,36.996952079039,7.9644843111748935,-2.8817094596398096,0.75,0.47123889803846897,34,1.0471975803375244,1.5,0.8060431473655156,False,False,False,0.05432794168391054
11,36.95708725403464,7.953884394789764,-2.8466795849870676,0.825,0.47123889803846897,19,0.0,1.5,0.8019472265395455,False,False,False,0.09803676066985856
12,36.914030020443924,7.940804844510253,-2.8084651762749853,0.8999999999999999,0.47123889803846897,19,0.0,1.5,0.8013076880159151,False,False,False,0.14509456253898845
13,36.867960086731046,7.924863586476732,-2.767066233503563,0.9749999999999999,0.47123889803846897,19,0.0,1.5,0.8049788311018595,False,False,False,0.195591897024601
14,36.819099335445244,7.905657416015471,-2.7224827566728003,1.0499999999999998,0.47123889803846897,19,0.0,1.5,0.8134373800388242,False,False,False,0.24954351567260102
15,36.76771768702966,7.882766616420494,-2.6747147457826976,1.1249999999999998,0.47123889803846897,19,0.0,1.5,0.8278633773036108,False,False,False,0.3068741880339608
16,36.71413901342718,7.855760584964561,-2.6237622008332546,1.1999999999999997,0.47123889803846897,19,0.0,1.5,0.8497874785158217,False,False,False,0.36738487470595016
17,36.65874694816409,7.824204577519235,-2.5696251218244717,1.2749999999999997,0.47123889803846897,19,0.0,1.5,0.8788308109102465,False,False,False,0.43077508992877467
18,36.60199040995654,7.787667673289462,-2.5123035087563483,1.3499999999999996,0.47123889803846897,19,0.0,1.5,0.9076475038649816,False,False,False,0.49666915305923215
19,36.544388625280405,7.745732045213515,-2.451797361628885,1.4249999999999996,0.47123889803846897,19,0.0,1.5,0.9021244065656753,False,False,False,0.5645043354468293
