step,x_m,y_m,theta_rad,v_m_s,delta_rad,action,delta_dot_rad_s,a_m_s2,od_m,collision,reached,stuck,reward
0,38.0,9.1,-2.5876401449487654,0.0,0.0,-1,0.0,0.0,1.1224920188784604,False,False,False,0.0
1,37.99681080521581,9.098027302195346,-2.587312596319115,0.07500000000000001,0.05235987901687622,34,1.0471975803375244,1.5,1.1256693220303795,False,False,False,-0.1655984586886693
2,37.99043370829849,9.094079817564959,-2.5859987933414654,0.15000000000000002,0.10471975803375244,34,1.0471975803375244,1.5,1.131998656639599,False,False,False,-0.12656697194829578
3,37.98087585050139,9.088146028359866,-2.5830290850013657,0.22500000000000003,0.15707963705062866,34,1.0471975803375244,1.5,1.1414481790626367,False,False,False,-0.08886753634440431
4,37.968155591763306,9.080196498962714,-2.5777151708073274,0.30000000000000004,0.20943951606750488,34,1.0471975803375244,1.5,1.1539732972262535,False,False,False,-0.051772540440215946
5,37.952308296482194,9.070175234956952,-2.5693417582998457,0.37500000000000006,0.2617993950843811,34,1.0471975803375244,1.5,1.1695097585624261,False,False,False,-0.01514789235715778
6,37.93339290224783,9.057990906458484,-2.5571572693286657,0.45000000000000007,0.3141592741012573,34,1.0471975803375244,1.5,1.187965585819175,False,False,False,0.021168795169543037
7,37.911499779244956,9.043508031564974,-2.5403632172838946,0.5250000000000001,0.36651915311813354,34,1.0471975803375244,1.5,1.2092112914367417,False,False,False,0.05734807908342612
8,37.886760555263706,9.026538329245676,-2.5181017823201177,0.6000000000000001,0.41887903213500977,34,1.0471975803375244,1.5,1.2330676235623106,False,False,False,0.09354159540005882
9,37.859360780344105,9.006832623616209,-2.489440975786056,0.675,0.47123889803846897,34,1.0471975803375244,1.5,1.259289892670172,False,False,False,0.12983704864585902
10,37.82955653819748,8.984073951641218,-2.4575956351926544,0.75,0.47123889803846897,19,0.0,1.5,1.2877330080113536,False,False,False,0.1832563171618723
