Environment,Algorithm name,Success rate,Average path length (m),Path time (s),Average curvature (1/m),Planning time (s),Tracking time (s),Number of path corners,Compute time (s),Max corner degree (掳),Planning cost (m),Composite score
Env. (realmap_a),CNN-DDQN+Duel,0.88,8.849,5.1955,0.161478,0.63509,0.0,0,0.63509,3,10.417,0.491
Env. (realmap_a),Expert (CTG),0.92,8.6438,5.0293,0.154565,0.74772,0.0,0,0.74772,3,9.802,0.217
Env. (realmap_a),RRT*,0.72,8.7399,5.9653,0.160872,3.04724,1.48345,0,4.53069,2,15.285,1.326
Env. (realmap_a),LO-HA*,0.72,8.3274,5.4278,0.144726,4.06231,0.64363,0,4.70594,2,14.834,0.483
