Environment,Algorithm name,Success rate,Average path length (m),Path time (s),Average curvature (1/m),Planning time (s),Tracking time (s),Number of path corners,Compute time (s),Max corner degree (掳),Planning cost (m),Composite score
Env. (realmap_a),CNN-DDQN+Duel,0.86,8.4774,4.9791,0.167183,1.00185,0.0,0,1.00185,3,10.44,0.306
Env. (realmap_a),Expert (CTG),0.94,8.4643,4.9245,0.159299,0.92251,0.0,0,0.92251,3,9.495,0.165
Env. (realmap_a),RRT*,0.68,8.1785,5.6529,0.181227,3.0868,1.6871,0,4.7739,2,15.537,1.389
Env. (realmap_a),LO-HA*,0.6,7.8856,5.22,0.140252,5.23959,1.4932,0,6.73279,2,18.753,0.561
