Environment,Algorithm,run_idx,start_x,start_y,goal_x,goal_y,success_rate,avg_path_length,path_time_s,avg_curvature_1_m,planning_time_s,tracking_time_s,num_corners,inference_time_s,max_corner_deg,planning_cost,composite_score
Env. (realmap_a),CNN-DDQN+Duel,0,380,91,283,31,1.0,12.7894,7.05,0.244312,2.87048,0.0,0,2.87048,4,14.225,0.838
Env. (realmap_a),CNN-DDQN+Duel,1,246,38,151,20,1.0,8.9031,5.2,0.168538,1.56585,0.0,0,1.56585,1,9.686,0.811
Env. (realmap_a),CNN-DDQN+Duel,2,369,55,390,122,1.0,6.0863,3.7,0.008627,0.58643,0.0,0,0.58643,0,6.379,0.044
Env. (realmap_a),CNN-DDQN+Duel,3,234,40,103,45,1.0,12.3469,6.85,0.131439,0.58716,0.0,0,0.58716,2,12.64,0.0
Env. (realmap_a),CNN-DDQN+Duel,4,65,43,152,40,1.0,7.875,4.6,0.123669,0.94589,0.0,0,0.94589,4,8.348,0.091
Env. (realmap_a),CNN-DDQN+Duel,5,274,22,366,22,1.0,8.29,6.5,0.102173,1.19919,0.0,0,1.19919,1,8.89,0.898
Env. (realmap_a),CNN-DDQN+Duel,6,133,36,212,28,1.0,7.575,4.5,0.284012,0.80909,0.0,0,0.80909,4,7.98,0.459
Env. (realmap_a),CNN-DDQN+Duel,7,95,19,26,23,1.0,5.9163,3.6,0.0,0.77331,0.0,0,0.77331,0,6.303,0.111
Env. (realmap_a),CNN-DDQN+Duel,8,278,23,184,38,1.0,8.8163,5.05,0.171548,0.89708,0.0,0,0.89708,2,9.265,0.157
Env. (realmap_a),CNN-DDQN+Duel,9,304,43,386,22,1.0,8.0675,4.7,0.2015,1.11416,0.0,0,1.11416,5,8.625,0.734
Env. (realmap_a),CNN-DDQN+Duel,10,77,15,153,41,1.0,7.4775,4.4,0.145896,0.81739,0.0,0,0.81739,3,7.886,0.173
Env. (realmap_a),CNN-DDQN+Duel,11,83,19,177,26,1.0,8.7162,5.0,0.119552,1.21284,0.0,0,1.21284,2,9.323,0.799
Env. (realmap_a),CNN-DDQN+Duel,12,191,37,58,39,1.0,12.5456,6.95,0.144334,1.27147,0.0,0,1.27147,3,13.181,0.477
Env. (realmap_a),CNN-DDQN+Duel,13,273,24,182,16,1.0,8.3719,4.85,0.125209,0.68729,0.0,0,0.68729,1,8.716,0.031
Env. (realmap_a),CNN-DDQN+Duel,14,357,116,401,38,1.0,8.9125,5.1,0.281835,0.83867,0.0,0,0.83867,5,9.332,0.491
Env. (realmap_a),CNN-DDQN+Duel,15,242,37,321,20,1.0,8.4719,5.8,0.484408,1.11646,0.0,0,1.11646,4,9.03,0.45
