Environment,Algorithm,run_idx,start_x,start_y,goal_x,goal_y,success_rate,avg_path_length,path_time_s,avg_curvature_1_m,planning_time_s,tracking_time_s,num_corners,inference_time_s,max_corner_deg,planning_cost,composite_score
Env. (realmap_a),CNN-DDQN+Duel,0,24,22,333,21,1.0,30.1062,17.75,0.059435,2.30342,0.0,0,2.30342,1,31.258,0.877
Env. (realmap_a),CNN-DDQN+Duel,1,186,17,391,43,1.0,20.1163,10.7,0.126675,0.71558,0.0,0,0.71558,2,20.474,0.113
Env. (realmap_a),CNN-DDQN+Duel,2,380,65,198,33,1.0,18.7406,10.15,0.204428,0.74886,0.0,0,0.74886,3,19.115,0.846
Env. (realmap_a),CNN-DDQN+Duel,3,7,34,180,24,1.0,16.6894,9.0,0.094166,0.9679,0.0,0,0.9679,2,17.173,0.865
Env. (realmap_a),CNN-DDQN+Duel,4,52,55,376,53,0.0,0.6694,5.7,3.614348,1.15177,0.0,1,1.15177,180,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,5,53,52,356,74,0.0,0.39,3.1,5.830294,0.65621,0.0,1,0.65621,180,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,6,351,17,107,42,1.0,24.0225,14.4,0.158055,1.71528,0.0,0,1.71528,2,24.88,0.889
Env. (realmap_a),CNN-DDQN+Duel,7,388,95,151,20,1.0,26.5725,14.1,0.156422,1.09829,0.0,0,1.09829,3,27.122,0.88
Env. (realmap_a),CNN-DDQN+Duel,8,176,39,390,122,1.0,26.6113,14.1,0.196681,1.06274,0.0,0,1.06274,4,27.143,0.889
Env. (realmap_a),CNN-DDQN+Duel,9,375,94,103,45,1.0,31.0012,16.3,0.201232,1.62495,0.0,0,1.62495,5,31.814,0.788
Env. (realmap_a),CNN-DDQN+Duel,10,373,111,152,40,1.0,27.4913,14.65,0.193946,1.13363,0.0,0,1.13363,4,28.058,0.792
Env. (realmap_a),CNN-DDQN+Duel,11,28,16,366,22,1.0,32.9781,18.0,0.07203,1.29956,0.0,0,1.29956,1,33.628,0.555
Env. (realmap_a),CNN-DDQN+Duel,12,389,92,212,28,1.0,20.4044,10.95,0.197955,0.83903,0.0,0,0.83903,3,20.824,0.774
Env. (realmap_a),CNN-DDQN+Duel,13,221,29,26,23,1.0,18.7013,10.05,0.056522,0.76011,0.0,0,0.76011,1,19.081,0.003
Env. (realmap_a),CNN-DDQN+Duel,14,341,25,153,41,1.0,18.5125,10.2,0.180397,0.90314,0.0,0,0.90314,3,18.964,0.053
Env. (realmap_a),CNN-DDQN+Duel,15,379,42,177,26,1.0,19.8,10.6,0.129412,0.88101,0.0,0,0.88101,3,20.241,0.37
Env. (realmap_a),CNN-DDQN+Duel,16,372,80,58,39,1.0,34.2025,17.95,0.20705,1.43372,0.0,0,1.43372,5,34.919,0.805
Env. (realmap_a),CNN-DDQN+Duel,17,375,62,182,16,0.0,10.1181,9.2,0.342668,1.08935,0.0,0,1.08935,5,inf,inf
Env. (realmap_a),CNN-DDQN+Duel,18,35,38,275,34,1.0,24.4,12.9,0.169716,1.09831,0.0,0,1.09831,5,24.949,0.639
Env. (realmap_a),CNN-DDQN+Duel,19,214,44,401,38,0.0,4.755,7.05,0.336288,1.26585,0.0,2,1.26585,180,inf,inf
